15-40-47-67-86-65-74,0
15-43-80-67-86-65-74,0
15-40-47-78-59-74,0
15-43-59-63-71-100-77-86-65-74,0
90-69-78-45-17,11
90-86-65-74-41-36-17,20
90-86-65-61-45-17,5
90-86-65-74-70-37-32-36-17,25
90-69-49-38-17,0
90-86-65-61-80-49-38-17,0
42-47-78-45-34,4
42-47-67-86-65-61-45-34,16
42-38-34,7
42-38-43-59-63-88-69-78-45-34,30
42-38-43-80-67-86-65-61-45-34,1
42-47-67-86-65-61-80-49-38-34,0
110-85-98-73-65-61-80-84,4
110-106-81-100-77-69-84,2
110-85-77-86-65-61-80-84,1
110-85-77-69-84,0
110-106-81-73-65-61-80-84,0
110-106-81-73-88-69-84,0
76-63-71-79-87-126,23
76-63-71-100-83-106-87-126,0
76-63-88-75-98-79-87-126,0
76-63-71-79-108-91-130-126,0
76-63-88-75-83-106-87-126,7
76-63-88-75-83-91-130-126,11
15-43-59-74-70-66-62-55-95-128-132-136,9
15-43-80-67-75-83-91-136,22
15-43-59-63-88-75-83-91-136,11
15-34-30-26-22-31-55-95-128-132-136,0
15-34-30-26-35-62-55-95-128-132-136,0
15-34-39-70-66-62-55-95-128-132-136,1
96-100-77-69-84,10
96-100-77-86-65-61-80-84,5
96-73-65-61-45-40-47-84,0
96-73-88-69-84,0
96-79-108-85-77-69-84,0
96-73-65-61-80-84,0
15-40-47-84,13
15-43-80-84,8
15-34-39-76-61-80-84,0
15-34-39-76-63-88-69-84,0
15-43-59-63-88-69-84,17
15-34-30-26-35-68-72-76-61-80-84,0
82-67-75-83-106-87-132-111,6
82-67-75-83-91-111,7
82-78-59-74-70-66-62-55-95-128-132-111,0
82-67-75-98-79-108-91-111,0
82-78-59-63-88-75-83-91-111,0
82-67-86-65-74-70-66-62-55-95-128-132-111,0
102-98-94,9
102-77-69-78-59-63-71-94,4
102-83-91-130-89-81-94,2
102-83-106-81-94,0
102-77-69-78-59-63-88-75-98-94,0
102-77-86-71-94,0
134-93-85-77-92,17
134-93-85-98-73-88-92,2
134-130-126-97-57-64-68-72-76-63-88-92,0
134-130-89-108-85-77-92,0
134-93-106-81-73-88-92,0
134-93-106-81-100-77-92,0
102-83-112,3
102-83-91-130-89-108-112,2
102-98-73-88-75-83-112,0
102-77-86-71-100-83-112,0
102-98-79-108-112,0
102-77-86-71-79-108-112,0
113-93-85-77-86-65-61-45-17,11
113-93-85-77-69-78-45-17,30
113-130-126-97-57-64-68-37-32-36-17,11
113-130-126-97-57-64-68-72-76-61-45-17,0
113-130-126-97-57-64-68-72-41-36-17,0
113-130-126-97-57-33-24-28-32-36-17,0
19-47-67-75-98-94,4
19-47-67-86-71-94,8
19-38-43-59-63-71-94,0
19-38-34-39-76-63-71-94,0
19-47-78-59-63-71-94,0
19-38-43-59-63-88-75-98-94,0
113-93-106-81-100-77-69-84,2
113-93-85-77-86-65-61-80-84,4
113-130-89-108-85-77-69-84,1
113-130-126-97-57-64-68-72-76-63-88-69-84,0
113-93-85-77-69-84,0
113-130-126-97-57-64-68-72-76-61-80-84,0
15-43-59-63-71-79-87-107,39
15-43-59-74-70-66-62-55-95-122-118-124-128-107,6
15-34-30-26-35-62-55-95-128-107,6
15-43-59-74-70-66-62-55-95-128-107,0
15-34-30-26-22-31-55-95-128-107,0
15-34-39-70-66-62-55-95-128-107,0
76-63-71-79-87-107,26
76-63-71-79-108-91-130-107,14
76-63-88-75-83-106-87-107,9
76-63-88-75-83-91-130-107,8
76-63-71-100-83-106-87-107,0
76-63-88-75-98-79-87-107,0
15-43-59-63-88-92,17
15-40-47-67-92,10
15-40-47-78-59-63-88-92,16
15-34-39-76-63-88-92,0
15-43-80-67-92,0
15-43-59-63-71-100-77-92,0
42-47-67-75-83-112,7
42-38-43-59-63-71-79-108-112,6
42-47-78-59-63-88-75-83-112,5
42-47-67-75-98-79-108-112,7
42-38-43-59-63-88-75-83-112,0
42-38-43-80-67-75-83-112,0
109-89-108-91-111,13
109-132-111,9
109-118-124-128-89-81-100-83-91-111,2
109-118-124-128-132-111,0
109-89-81-100-83-91-111,0
109-118-124-128-89-108-91-111,0
102-83-91-111,7
102-98-73-65-74-70-66-62-55-95-128-132-111,3
102-77-86-65-74-70-66-62-55-95-128-132-111,0
102-98-79-87-132-111,0
102-98-79-108-91-111,0
102-83-106-87-132-111,0
134-93-85-77-69-78-59-74,20
134-93-85-77-86-65-74,17
134-130-89-81-73-65-74,0
134-93-85-98-73-65-74,0
134-93-106-81-73-65-74,3
134-130-89-108-85-77-86-65-74,0
110-91-111,7
110-106-87-132-111,8
110-106-87-126-122-118-124-128-132-111,0
110-85-98-79-87-132-111,0
110-106-81-100-83-91-111,0
110-85-98-79-108-91-111,0
82-78-59-63-71-94,10
82-67-75-98-94,5
82-67-86-71-94,0
82-49-38-43-59-63-71-94,0
82-67-75-83-106-81-94,0
82-78-59-63-88-75-98-94,0
102-98-73-65-61-45-17,6
102-77-86-65-74-41-36-17,27
102-77-86-65-61-45-17,19
102-77-69-78-45-17,3
102-77-69-49-38-17,13
102-98-73-65-74-41-36-17,0
76-61-80-84,11
76-61-45-40-47-84,14
76-63-88-69-49-38-43-80-84,3
76-63-88-69-78-45-40-47-84,0
76-63-71-100-77-69-84,0
76-63-88-69-84,0
110-106-81-94,5
110-85-77-86-71-94,3
110-91-130-89-81-94,0
110-106-81-100-77-86-71-94,0
110-85-98-94,0
110-106-81-73-88-75-98-94,0
102-77-69-78-45-34,14
102-98-73-65-61-45-34,18
102-77-86-65-61-45-34,30
102-77-86-65-61-80-49-38-34,0
102-77-69-49-38-34,0
102-98-73-88-69-78-45-34,0
