16938,917024,9
17144,917211,9
917169,917211,9
17035,917085,9
16935,17172,9
17211,917169,9
917086,17172,9
17062,917112,9
17144,917413,6
17211,940311,6
17221,940311,6
17238,940311,6
16938,917515,6
17211,17532,6
917302,17333,6
917109,17336,6
17144,917717,7
16935,17897,7
917302,917900,7
917025,917717,7
16935,917709,7
16938,917896,7
917238,17824,7
917242,17826,7
17144,916931,8
17144,916931,8
917108,916931,8
917238,917016,8
16938,17231,8
16938,17021,8
17243,917101,8
917242,917105,8
17173,17327,13
917112,917328,13
17110,917328,13
17221,17326,13
17170,917328,13
917111,917324,13
917169,917324,13
17244,917432,13
17242,17325,13
17110,17326,13
16938,17894,7
16938,17894,7
917109,17894,7
917238,17894,7
16935,917523,7
16938,17751,7
17025,917522,7
917242,917753,7
16938,917183,19
16935,17069,19
17238,916927,19
17062,917183,19
17144,917320,19
17211,917320,19
17025,917471,19
17167,917100,19
17144,17181,18
16938,17892,18
17167,17541,18
17239,17917,18
17144,17519,18
16935,17472,18
17221,917749,18
17242,17521,18
17287,916935,9
40311,916935,9
917515,916938,9
17439,917024,9
17287,917035,9
40310,917332,9
17515,17221,9
17532,17035,9
40311,940311,10
40310,917413,10
917529,940310,10
17336,940310,10
40311,917527,10
17287,17532,10
917421,917440,10
917592,917531,10
17287,917900,23
40310,17989,23
917530,917900,23
17439,917900,23
40311,917718,23
17287,917899,23
17333,917715,23
917441,917715,23
17287,917016,30
40310,917020,30
917438,917016,30
17331,916931,30
17287,917161,30
17287,17017,30
917526,917234,30
17330,917107,30
17526,17329,28
917440,17435,28
17530,917432,28
17531,17327,28
917529,917432,28
17439,917328,28
17592,17236,28
917526,917525,28
17333,917432,28
17530,17326,28
40311,17894,25
40311,17894,25
17530,17894,25
917529,17894,25
17287,17599,25
40310,17625,25
917442,917522,25
917529,17893,25
40311,17354,27
40311,917012,27
917441,916927,27
917526,17354,27
40311,917100,27
40311,917471,27
17531,17160,27
17336,917099,27
40310,17654,21
17287,17541,21
17336,17541,21
17330,17778,21
40310,17521,21
40310,17620,21
17530,17748,21
17531,917747,21
917989,916935,7
17900,916935,7
17825,916938,7
17712,916938,7
17717,17240,7
17900,17086,7
17711,17239,7
17824,917112,7
17717,940310,28
917897,940310,28
17713,917413,28
17824,917413,28
17717,917440,28
917897,17421,28
17710,17333,28
17827,17443,28
917897,17897,8
917989,17897,8
17605,17897,8
17714,917717,8
917897,17861,8
917897,917709,8
917896,917898,8
17828,917709,8
917897,916931,33
917989,916931,33
17898,917016,33
17824,917016,33
917989,917161,33
917897,917018,33
917711,17017,33
17716,17234,33
917826,917324,24
917828,17236,24
917896,917436,24
17603,917328,24
917899,917546,24
917826,917328,24
17826,17236,24
17828,17329,24
17606,917328,24
917826,917436,24
17717,17894,29
17717,17894,29
917898,17894,29
17718,17894,29
17717,17893,29
17717,917893,29
917715,17893,29
917711,17751,29
917989,917183,25
917897,17069,25
17898,17069,25
917601,17069,25
17900,17158,25
917897,17184,25
917896,917545,25
17713,17049,25
917897,17181,21
917897,17181,21
17603,17654,21
917715,17541,21
17900,917747,21
917989,917655,21
17896,17621,21
17715,17543,21
16931,916938,11
16931,916938,11
917233,917211,11
917101,916935,11
16931,17240,11
16931,917243,11
917018,917113,11
17166,917086,11
16931,940311,22
16931,940310,22
17231,940310,22
917018,940310,22
16931,17530,22
16931,17443,22
17234,917441,22
917017,917527,22
16931,917900,23
16931,17989,23
17106,917717,23
17018,17989,23
16931,17716,23
16931,917718,23
917101,917709,23
917165,917824,23
16931,917016,11
16931,917020,11
917105,916931,11
917165,916931,11
16931,917231,11
16931,917234,11
17017,17022,11
17017,917101,11
917237,17435,23
917022,917434,23
917234,917436,23
17235,917546,23
917233,17236,23
17163,17327,23
917237,917434,23
17235,917432,23
917165,917436,23
917021,917434,23
16931,17894,22
16931,17894,22
917103,17894,22
917107,17894,22
16931,917705,22
16931,17626,22
917234,17600,22
917018,917522,22
16931,917183,28
16931,17069,28
917161,917012,28
17055,916927,28
16931,17355,28
16931,17102,28
917107,917184,28
17164,917471,28
16931,17181,22
16931,17892,22
17055,17654,22
917018,17917,22
16931,17748,22
16931,917544,22
