17748:0,0,1,3,8,5,6,5,8,6,12,5,11,8,9,4,6,4,9,5,13,5,12,6,5,3,12,7,10,3,6,7,8,6,7,8,6,4,8,4,7,1,8,3,10,7,12,4,6,6,10,5,12,12,11,7,13,6,13,3,5,5,5,6,1,0,0
917515:0,0,2,6,6,2,5,2,4,6,3,5,2,2,6,8,2,2,3,6,5,6,5,2,3,1,6,3,4,4,5,4,2,8,6,1,7,5,5,5,3,6,2,6,2,4,1,5,5,2,7,3,3,4,2,5,2,2,7,7,4,7,6,3,1,0,0
17421:0,0,0,1,0,2,1,2,4,3,3,1,3,0,1,1,1,1,0,1,3,5,2,3,1,1,2,0,4,1,0,2,3,1,6,1,2,1,0,3,3,2,0,0,4,0,2,1,1,1,0,3,3,3,1,2,5,1,1,1,0,0,2,0,0,0,0
917099:0,0,3,2,4,5,2,8,5,8,7,7,6,6,7,7,8,5,10,6,11,5,5,7,9,7,4,10,10,3,6,10,6,3,4,4,4,6,7,2,4,6,3,6,6,11,13,7,5,5,8,7,7,7,10,2,7,7,5,8,6,4,8,4,1,1,0
917520:0,0,6,5,9,7,10,5,9,7,11,4,9,5,11,5,9,4,12,11,4,5,6,9,5,7,10,10,9,10,9,5,10,9,8,9,9,9,10,7,8,7,9,15,11,4,5,9,10,7,6,7,12,9,6,11,8,4,4,8,13,7,4,2,0,0,0
17752:0,0,1,1,2,3,5,5,5,4,6,4,4,0,6,3,6,3,0,3,4,4,6,4,2,4,2,4,4,4,6,5,5,7,7,2,6,6,6,7,5,3,11,4,9,6,3,4,6,0,2,6,3,2,4,2,6,6,6,5,6,5,3,2,2,0,0
917522:0,1,3,9,12,6,15,17,6,11,13,21,12,15,12,19,9,11,13,15,16,8,16,15,10,10,11,2,15,16,10,12,19,16,14,13,6,10,14,11,15,15,15,15,15,9,4,11,16,11,9,12,18,19,14,15,14,9,13,14,18,11,7,2,1,0,0
917523:0,0,3,9,7,5,7,8,8,9,7,10,7,10,9,9,9,8,8,16,6,5,9,8,5,6,9,12,8,12,3,9,13,7,10,8,6,11,12,12,8,7,12,12,14,7,7,6,6,7,7,10,14,16,9,13,8,9,7,14,13,8,6,2,0,0,0
917012:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917525:0,0,1,8,10,15,10,12,8,11,10,14,8,11,13,15,15,11,20,14,14,15,13,13,16,12,10,12,11,9,14,7,16,14,9,7,11,11,12,10,19,12,22,16,11,14,11,15,22,9,11,11,12,20,9,6,11,16,18,13,15,23,13,2,1,0,0
917526:0,0,5,13,9,6,9,8,14,9,8,15,11,11,10,11,9,5,11,15,10,10,10,14,7,8,12,9,10,15,9,14,17,16,12,8,7,10,11,13,10,17,9,11,9,9,9,7,15,13,9,9,15,11,18,6,16,13,9,14,13,12,6,3,1,0,0
917527:0,0,3,9,9,6,6,7,11,6,8,7,8,8,8,8,6,4,8,11,11,4,5,11,8,4,6,8,5,10,9,6,10,10,13,5,7,4,8,7,9,15,5,5,9,12,5,10,9,7,6,5,11,8,13,11,7,8,6,8,13,10,5,5,1,0,0
917016:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917529:0,0,2,6,12,16,10,6,10,6,13,13,12,8,14,12,16,14,5,13,8,13,3,11,20,8,3,7,9,5,18,10,10,7,9,6,8,5,8,12,11,9,10,13,11,13,11,18,7,9,17,11,13,6,13,13,10,7,11,8,9,11,9,2,2,0,0
917530:0,0,3,2,8,5,3,9,8,6,11,7,5,8,6,6,6,1,12,8,8,5,5,11,7,4,8,4,3,2,8,6,8,12,12,5,9,2,6,5,4,9,9,3,9,9,5,6,6,5,5,5,4,9,7,8,4,9,6,9,10,5,5,4,2,0,0
