16935,917211,6
17144,917211,6
917086,917211,6
917025,916938,6
16935,917169,6
17211,917238,6
17238,17244,6
917109,17221,6
17144,940310,4
17211,917413,4
17059,940310,4
17238,940310,4
16938,917441,4
17211,17330,4
17302,17526,4
17243,917592,4
17211,17897,4
17144,917717,4
17240,17989,4
917238,17989,4
17144,917711,4
17144,17605,4
917111,917826,4
917113,17602,4
16938,917020,5
17144,917016,5
917169,917020,5
917169,917016,5
17144,917018,5
17144,17234,5
917221,917235,5
917242,17164,5
917155,17236,8
917108,917546,8
17171,917432,8
17086,917433,8
17239,917436,8
917302,917324,8
917025,917436,8
17035,17236,8
917243,917546,8
17035,917324,8
17144,17894,4
16938,17894,4
17059,17894,4
17059,17894,4
16938,917522,4
17211,17895,4
917241,917893,4
917035,917706,4
16938,17354,12
16935,917012,12
917035,17354,12
17171,917012,12
17211,917545,12
17211,17184,12
917155,17160,12
917109,917100,12
17144,17778,11
16938,17892,11
17062,17654,11
917025,17654,11
17144,917747,11
16938,17749,11
917155,917891,11
917332,17544,11
40311,917085,5
40310,916938,5
917438,917211,5
17376,917024,5
40311,917238,5
17287,17243,5
917437,17240,5
17330,917025,5
17287,917413,6
17287,917413,6
17336,940310,6
917530,940310,6
40311,17531,6
40310,917526,6
17333,17336,6
917530,917515,6
40311,917717,14
40310,17989,14
917527,917717,14
17527,917717,14
17287,917606,14
17287,917606,14
17334,17718,14
17526,917825,14
40310,917016,18
40310,917016,18
17515,917020,18
17443,917016,18
40310,17164,18
17287,917103,18
917438,17163,18
17526,917165,18
917531,17325,17
17531,17326,17
17592,917436,17
17421,917436,17
17333,17435,17
17515,17435,17
917531,917324,17
17330,917546,17
17443,917432,17
17527,917324,17
40310,17894,15
40311,17894,15
17592,17894,15
917440,17894,15
40311,17524,15
17287,17599,15
917531,917623,15
17334,17628,15
40310,916927,17
17287,17354,17
917438,917012,17
17530,17069,17
17287,17323,17
17287,17184,17
917438,17321,17
17336,17232,17
40311,17181,13
40311,17917,13
917592,17541,13
917438,17181,13
17287,917891,13
40311,17655,13
17421,917749,13
917527,17655,13
917989,916935,4
17900,916935,4
17827,917024,4
17861,917085,4
917989,917112,4
917989,917108,4
17716,17302,4
17604,17173,4
917897,940311,17
917897,940310,17
17605,940311,17
17710,940311,17
917897,917421,17
17717,17439,17
