17515:0,0,1,0,1,2,0,2,1,1,0,4,1,0,2,1,2,2,2,1,1,4,1,1,4,1,3,2,0,2,1,2,1,1,4,3,1,3,1,1,3,1,3,2,3,0,1,1,2,1,5,0,1,3,1,1,4,2,0,0,0,2,2,2,0
917100:0,0,3,3,1,3,5,6,1,3,1,1,2,4,1,5,2,1,2,2,2,3,5,2,5,6,4,1,1,2,2,2,2,2,7,5,1,2,2,5,2,1,2,0,2,3,3,3,0,1,4,2,3,0,1,1,5,4,1,2,4,1,2,0,0
917101:0,0,0,3,1,2,6,5,1,5,3,4,1,5,1,0,2,2,3,4,2,1,6,2,6,5,3,3,2,4,3,2,1,2,8,7,3,2,3,8,1,4,4,1,4,5,4,2,2,1,5,3,3,2,2,1,9,0,3,3,4,3,0,2,0
917103:0,0,0,1,1,5,3,4,2,9,3,5,2,7,6,6,9,4,4,7,8,4,7,8,6,8,4,5,7,5,4,3,1,0,8,11,8,5,5,7,10,1,7,9,7,4,3,9,5,7,8,4,8,8,8,9,7,4,5,7,5,7,10,6,2
917104:0,0,0,2,0,3,6,7,2,2,0,3,4,4,1,1,2,4,3,3,4,3,4,4,5,3,5,3,5,4,5,1,3,2,6,5,4,4,3,5,5,2,3,1,2,5,3,1,4,4,4,3,2,1,1,3,2,4,4,2,6,4,2,1,0
17521:0,0,1,0,3,4,4,1,3,3,10,2,4,5,0,4,4,5,3,1,1,4,4,5,2,7,5,2,2,6,4,3,4,8,3,2,4,3,6,4,3,2,8,5,4,2,6,6,6,4,5,4,2,4,4,4,4,2,2,4,5,3,5,2,0
17522:0,0,0,1,2,6,5,5,1,3,2,6,2,6,4,1,4,6,3,2,6,2,2,4,4,4,2,2,5,0,2,1,4,3,6,3,4,2,5,4,5,2,3,3,3,6,3,2,1,0,4,3,3,8,8,5,2,2,1,3,1,5,1,0,0
917107:0,0,3,0,1,1,4,0,2,2,6,3,1,1,2,2,2,0,3,6,1,3,2,2,5,2,2,5,2,5,0,5,4,4,8,4,0,1,3,2,2,8,4,7,4,2,6,2,1,1,5,1,0,2,3,1,3,5,3,4,2,3,3,3,3
917108:0,0,0,0,1,1,2,0,0,0,0,1,2,3,1,4,1,1,0,1,2,1,1,1,1,1,0,2,0,1,0,0,0,1,3,0,1,2,1,1,3,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,0,2,1,1,0,1,0,0,0
917109:0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0
17526:0,0,1,2,1,1,0,2,2,2,1,3,2,4,0,3,1,1,5,1,2,3,1,1,5,4,2,1,2,0,3,1,7,3,2,6,3,2,3,2,1,2,1,0,1,3,2,3,1,2,1,3,2,3,3,1,4,3,3,1,0,3,1,3,0
17527:0,0,5,0,0,1,3,3,1,2,2,2,1,3,2,0,2,2,4,4,4,3,2,2,3,4,1,2,1,1,3,1,1,3,0,6,7,2,1,2,0,2,1,1,1,2,1,1,1,3,1,3,2,3,2,1,3,3,1,1,5,2,1,2,0
917112:0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,3,0,0,0,1,0
917113:0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
17530:0,0,6,0,1,2,3,3,1,3,1,0,2,3,4,2,2,0,3,4,1,5,3,2,3,4,1,3,2,2,2,1,2,4,2,4,7,2,1,1,3,0,2,3,0,3,1,1,1,5,2,4,2,3,3,4,2,1,1,0,5,2,0,0,0
17531:0,0,4,2,2,1,3,3,2,1,2,0,0,1,6,3,1,2,0,1,2,4,1,1,2,3,2,5,1,1,1,0,1,2,2,3,5,2,1,1,2,1,4,5,1,3,0,1,1,3,2,1,1,2,4,3,5,0,1,0,4,2,2,0,0
17532:0,0,1,0,2,1,2,0,2,3,4,3,4,2,5,4,2,2,4,2,1,5,4,2,6,2,3,4,2,1,1,1,3,3,3,4,1,6,2,4,0,3,2,4,1,4,0,1,2,3,1,2,0,2,2,2,3,4,2,1,3,1,2,0,0
17021:0,0,3,0,0,3,2,2,2,2,3,4,2,0,1,2,1,2,2,2,2,1,3,2,0,1,0,2,2,5,1,3,4,4,3,1,2,1,0,2,1,4,3,5,5,1,0,1,0,1,1,3,0,2,2,1,3,1,1,1,1,2,0,1,0
17022:0,0,0,0,0,2,0,2,1,1,2,1,3,0,1,0,0,2,1,1,1,0,2,0,0,1,0,0,0,1,1,2,3,2,0,1,0,1,0,0,0,0,0,2,2,0,0,0,1,0,1,3,0,1,1,1,1,0,1,0,1,0,0,0,0
17025:0,0,1,0,1,1,2,0,2,0,5,3,1,1,1,0,1,3,1,1,0,3,0,1,0,1,0,1,1,0,2,0,4,1,0,0,0,1,0,0,0,0,2,3,1,0,0,0,1,2,0,2,0,1,1,3,1,1,1,0,3,0,0,0,0
17718:0,0,1,1,0,2,2,1,1,1,0,2,3,2,0,0,0,1,3,0,1,0,1,0,0,3,1,0,0,0,0,0,0,1,0,0,2,0,1,0,2,3,0,0,3,1,2,2,1,1,2,0,1,1,0,1,1,1,1,0,1,1,1,0,0
917014:0,0,0,3,3,5,2,2,6,5,1,0,3,2,1,4,1,5,2,4,5,4,1,1,4,0,2,4,4,1,3,0,7,4,3,6,3,6,3,4,6,5,3,1,2,2,2,1,3,2,3,6,4,3,4,2,7,2,4,3,4,2,3,2,1
17543:0,0,1,0,0,1,1,1,0,2,1,1,1,2,2,2,1,1,2,2,2,2,1,0,1,3,2,1,4,1,3,2,0,3,0,1,2,1,3,0,2,1,2,1,2,2,0,1,1,2,2,0,5,2,1,3,1,0,1,0,2,2,0,0,0
17544:0,0,1,2,2,3,2,3,3,4,2,3,2,2,1,3,2,3,2,3,4,6,0,0,1,3,3,2,1,4,1,2,2,2,1,2,3,3,2,5,2,2,3,1,2,2,1,4,1,6,5,5,1,1,4,2,1,3,0,3,2,2,3,2,1
917751:0,0,1,4,5,3,4,3,4,3,9,7,3,6,6,3,5,5,10,5,6,4,7,4,4,4,5,3,5,6,0,6,11,7,4,5,4,8,14,4,6,3,4,4,9,6,8,4,8,2,9,5,4,3,8,3,4,3,10,7,7,4,3,1,0
17035:0,0,0,0,1,0,1,1,0,0,2,2,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,3,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0
917469:0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,2,0,0,1,3,0,0,1,0,0,0,1,0,2,1,0,2,1,1,0,0,0,2,1,0,1,0,1,0,1,3,0,1,1,0,0,0
917655:0,0,1,5,4,3,0,0,2,3,1,1,2,2,0,4,4,4,0,2,1,0,3,4,2,1,2,1,0,2,3,2,1,1,0,3,0,1,3,3,1,1,4,0,2,1,0,4,3,2,1,1,1,3,4,0,3,3,1,2,2,2,0,0,0
17049:0,0,2,1,4,4,2,5,6,6,1,5,6,4,3,5,4,4,1,3,1,2,5,4,6,4,4,3,0,6,5,3,5,2,2,6,4,7,6,7,5,3,4,1,6,3,6,1,3,3,3,8,3,1,4,2,5,1,3,3,4,4,2,0,0
17519:0,0,0,0,0,2,1,1,1,1,1,0,1,5,3,2,1,0,1,1,1,1,1,1,0,2,0,1,1,3,2,0,1,1,2,0,3,1,1,0,0,0,2,1,1,2,1,0,2,1,1,2,3,1,3,3,1,0,0,0,4,1,0,0,0
917018:0,0,3,2,2,6,4,6,0,11,4,2,2,5,2,3,4,5,7,7,3,3,6,6,2,5,4,4,7,4,6,2,4,5,4,5,5,6,2,4,7,8,4,2,6,6,2,0,6,3,5,6,5,4,5,6,4,7,5,3,3,2,4,3,1
17055:0,0,6,6,4,9,8,11,6,6,8,4,4,8,2,5,9,10,7,6,6,5,7,8,7,4,8,6,8,5,7,8,7,10,4,6,3,9,7,5,8,7,6,3,5,6,9,3,8,5,6,5,8,1,2,5,4,4,3,8,4,7,1,0,0
17520:0,0,0,0,0,0,1,2,1,3,4,1,3,1,1,0,0,0,1,1,4,0,1,0,1,2,2,0,1,3,2,1,0,3,1,0,2,4,1,1,2,2,0,3,1,2,1,1,1,2,1,3,1,2,1,2,3,1,2,1,3,1,2,1,0
17435:0,0,5,4,11,10,13,11,9,13,10,12,10,12,6,3,9,6,8,11,7,12,8,6,12,12,9,13,13,12,15,14,10,16,11,6,11,13,14,14,13,10,7,11,6,9,10,10,13,7,12,5,10,7,9,14,9,16,9,6,11,7,4,1,0
917155:0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
917157:0,0,3,2,5,3,9,11,8,3,2,7,7,9,4,8,7,9,10,10,5,6,3,7,7,6,5,3,6,3,5,5,11,6,8,4,7,8,3,4,9,5,2,3,5,6,3,8,1,1,7,6,7,4,6,13,11,2,9,3,5,7,5,2,1
17062:0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,1,0,0,0,0,2,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,2,0,0,0,0
917105:0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1,1,1,0,1,1,2,0,1,2,1,0,0,0,1,1,3,0,0,1,0,0,2,1,0,1,0,2,0,0,2,1,1,1,0,0,0,1,0,2,1,1,1,1,0,0,0
917161:0,0,0,1,2,3,3,8,3,4,4,4,3,8,6,7,5,9,6,6,6,6,9,6,6,9,6,7,7,6,3,3,2,4,9,5,10,4,4,9,9,3,5,7,6,2,6,7,6,8,8,4,5,9,7,9,4,4,6,8,8,12,6,4,1
917165:0,0,0,0,2,5,4,0,3,3,6,5,2,2,3,3,4,0,4,2,1,6,2,2,4,2,2,5,2,4,3,2,0,8,6,4,2,3,5,2,5,4,3,3,4,1,5,2,1,1,2,2,0,3,3,2,1,4,1,3,4,1,3,4,2
17181:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917169:0,0,1,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2,1,0,0,2,0
917619:0,0,0,2,3,1,1,3,3,2,2,7,1,1,2,7,3,1,4,3,2,1,3,6,4,3,4,5,2,3,2,6,4,3,3,3,2,3,3,4,4,3,0,4,2,3,5,4,3,2,3,6,9,3,6,3,4,5,7,6,2,2,1,0,0
17592:0,0,1,2,2,1,3,4,3,2,3,5,7,2,0,1,2,6,5,4,4,2,2,3,3,3,3,5,2,4,2,4,4,6,6,4,4,3,3,1,7,7,2,4,5,3,7,8,3,3,7,3,5,2,3,2,4,3,1,3,1,4,4,3,0
17524:0,0,4,2,6,6,7,4,4,5,6,7,5,3,5,3,2,5,7,5,7,6,5,1,4,3,5,4,4,6,4,7,7,3,4,3,1,6,3,7,6,5,4,7,5,2,1,8,6,0,6,6,8,6,7,5,6,5,5,8,4,2,0,2,0
917748:0,0,1,1,3,1,0,1,1,2,3,1,0,1,2,1,2,3,2,1,3,4,2,0,1,1,3,1,3,3,3,0,1,4,1,2,1,5,1,5,1,1,2,3,3,4,3,3,4,1,1,2,3,0,1,2,1,1,3,4,3,3,1,0,1
16927:0,0,3,0,0,3,4,1,1,4,0,1,1,1,1,1,1,2,0,2,0,2,2,3,2,0,2,1,0,0,1,0,1,2,1,1,0,0,0,1,2,0,1,0,0,0,2,1,1,1,0,3,0,0,2,0,1,1,1,0,1,1,0,0,0
17754:0,0,1,4,3,3,5,4,3,6,1,6,7,3,5,6,4,0,5,3,6,8,3,10,4,4,8,3,8,1,6,4,4,5,4,4,2,5,1,3,8,6,3,5,1,3,4,3,1,5,2,4,2,8,3,9,5,8,5,5,0,4,2,2,0
17354:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17086:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17599:0,0,2,1,5,2,2,5,4,3,1,5,4,4,5,3,4,6,1,3,8,12,5,3,6,2,5,5,4,1,2,2,3,3,4,3,9,4,7,5,6,3,2,4,7,1,6,4,4,8,4,3,8,6,6,4,1,3,1,3,4,2,1,1,0
17600:0,0,1,2,8,9,7,7,6,4,6,7,6,5,6,6,4,3,2,4,7,7,2,7,4,3,4,4,9,5,9,2,8,5,3,5,7,7,6,7,7,6,7,6,4,3,5,5,5,10,8,4,3,4,5,6,4,4,10,4,3,9,5,2,0
17602:0,0,0,0,3,0,3,2,2,0,1,4,4,0,1,3,1,3,0,2,2,6,2,4,2,1,3,3,3,1,0,1,1,2,1,4,2,3,3,4,1,2,3,2,2,3,2,1,3,4,2,0,3,1,3,5,2,1,0,0,0,0,0,1,0
