17603:0,0,1,1,1,3,2,2,1,1,4,3,3,0,1,2,1,5,0,3,2,1,2,5,3,2,1,1,3,2,2,2,0,3,2,3,0,3,3,2,0,2,2,3,2,3,2,1,0,3,1,1,2,1,3,2,0,2,1,0,1,2,1,0,0
17604:0,0,2,0,3,3,2,1,2,0,2,1,2,0,0,1,1,4,0,2,1,1,1,0,3,1,0,1,0,0,0,1,0,0,3,2,0,1,2,1,0,2,2,1,2,1,3,0,1,0,0,1,2,3,1,0,1,1,0,1,1,0,1,0,0
17605:0,0,0,1,4,2,2,0,3,3,2,3,5,1,5,4,2,1,2,2,0,4,2,1,5,2,2,4,2,1,1,2,3,2,3,4,1,3,2,3,0,2,2,4,2,5,0,2,1,3,1,2,0,3,2,2,3,5,1,1,3,2,1,0,0
17606:0,0,2,0,3,3,2,1,3,1,4,0,2,0,0,1,4,1,1,3,2,1,1,2,5,2,1,1,0,4,0,3,1,1,8,4,2,0,3,3,0,5,2,2,2,1,5,3,3,2,1,2,3,3,3,1,5,1,0,2,1,0,3,1,0
17607:0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,1,0,3,0,0,1,1,1,0,0,0,2,0,0,2,0,3,1,1,0,1,2,0,2,2,0,0,0,1,3,1,2,1,0,1,0,2,0,2,0,1,1,0,1,1,1,0
917705:0,0,1,2,6,12,7,7,5,3,8,6,8,5,1,7,10,5,4,8,9,4,6,4,8,5,6,3,6,2,5,3,6,9,2,8,7,8,6,6,8,6,7,4,9,5,5,6,6,5,6,5,8,8,7,4,9,3,10,5,11,6,4,1,0
917706:0,0,0,1,1,1,0,2,1,1,1,1,1,3,1,2,0,3,4,2,2,2,1,1,0,2,0,0,1,1,2,1,4,0,2,2,0,0,4,1,4,0,1,3,0,0,1,0,3,3,1,2,0,2,0,1,1,1,1,2,3,2,0,1,0
917111:0,0,1,0,0,1,0,0,1,1,0,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,2,0,0,1,0
917708:0,0,1,3,4,8,4,7,6,4,7,7,4,4,4,7,6,3,6,4,5,5,5,6,3,4,2,4,5,6,7,4,6,8,4,4,4,6,10,7,8,8,6,6,3,2,3,5,4,9,5,4,2,4,3,2,6,5,8,7,4,5,7,4,1
917709:0,0,0,4,2,4,2,1,4,2,2,5,3,0,2,4,6,2,2,2,7,9,1,3,3,3,2,6,1,2,0,2,3,3,2,3,2,3,6,6,2,4,1,1,3,1,2,3,3,7,0,2,1,2,2,5,8,4,5,2,1,2,4,1,0
917710:0,0,1,1,6,6,4,1,3,4,6,5,8,4,3,5,4,5,1,5,3,4,6,1,8,1,2,6,1,3,6,8,8,9,4,4,4,5,6,3,7,7,4,8,4,3,5,3,5,6,2,9,2,4,3,0,5,2,6,6,1,5,9,1,0
917711:0,0,0,6,13,4,11,5,7,5,11,10,9,6,7,9,10,3,6,10,9,9,9,9,6,10,5,11,3,3,3,9,6,12,8,5,10,5,8,7,7,6,2,8,8,6,11,3,8,6,7,10,12,7,5,8,9,14,6,6,8,5,4,1,0
917712:0,0,0,2,0,7,1,1,5,4,4,6,7,3,3,9,4,2,4,5,2,1,6,1,5,1,0,6,2,1,4,3,5,3,7,1,4,4,4,4,7,2,2,4,5,4,3,4,2,4,3,3,2,3,4,2,2,1,1,6,3,4,10,1,0
917713:0,0,0,2,0,0,1,1,0,2,4,1,1,2,1,3,1,1,3,1,0,2,0,2,0,1,0,2,1,0,0,3,0,1,0,0,0,0,0,3,1,0,0,2,1,6,1,1,3,0,1,1,3,0,5,3,0,0,1,2,1,2,3,0,0
917714:0,0,0,1,0,3,0,0,0,1,0,1,2,1,0,4,1,0,3,3,3,0,2,0,0,3,0,1,0,0,2,1,0,1,6,0,2,2,1,0,4,1,1,2,0,2,2,2,1,1,2,1,2,0,0,0,2,0,1,2,1,2,3,1,1
917715:0,0,3,1,2,1,0,0,1,1,0,1,1,0,0,0,1,1,2,2,3,2,2,3,0,1,2,0,1,1,2,0,1,5,1,0,1,1,0,0,0,2,0,2,0,5,2,1,1,0,1,0,1,1,2,0,2,1,0,0,0,4,0,0,0
917716:0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
917717:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917718:0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,2,0,0,0,3,1,0,0,0,2,1,0,0,1,0,2,0,1,0,0,0,0,1,0,0,0,2,1,0
17017:0,0,1,1,2,1,1,2,2,4,1,5,4,1,0,4,4,0,1,2,3,0,6,2,2,4,0,2,0,6,3,0,2,1,2,3,3,6,4,3,4,1,1,5,2,2,4,1,3,3,0,1,2,1,3,2,2,2,2,1,1,2,1,1,0
17431:0,0,0,2,5,4,5,4,5,5,10,2,6,9,9,7,7,6,3,3,7,3,3,7,4,8,3,6,3,9,5,6,5,5,6,6,5,3,8,5,2,4,6,7,5,5,7,5,8,5,6,7,6,7,3,5,2,2,3,4,4,5,2,2,0
917472:0,0,1,4,2,3,7,2,2,4,3,3,1,5,3,5,3,5,6,2,4,4,3,9,4,3,4,4,4,2,3,7,1,4,1,0,7,2,0,4,2,5,4,3,1,3,2,3,5,4,5,1,4,6,2,3,6,1,4,3,8,1,2,0,0
17114:0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,3,0,0,0,0,0,0,1,0,2,0,0,1,2,0,0,2,1,0,0,0,2,0,0,1,1,1,1,0,1,0,1,1,0,1,2,0,0,3,3,0,0,1,0
917211:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17628:0,0,1,1,2,4,2,5,1,6,2,3,1,3,4,2,6,2,5,4,3,6,2,4,5,1,5,5,3,3,3,2,3,2,1,2,2,6,6,5,3,2,2,3,6,1,1,6,4,6,2,3,2,6,7,0,4,1,3,4,5,9,2,1,0
17018:0,0,1,0,1,1,2,3,2,2,3,5,3,1,2,2,1,1,2,2,1,0,3,2,2,1,0,1,1,6,1,0,3,0,1,3,2,3,4,4,1,2,0,5,2,1,3,0,0,1,1,2,1,1,4,0,3,1,1,1,1,2,0,1,0
917627:0,0,2,2,4,11,10,6,4,4,6,8,6,9,5,3,9,6,6,6,10,10,6,6,10,6,3,5,6,3,3,3,7,6,9,5,12,5,9,8,9,6,5,8,5,10,7,8,3,7,7,4,10,9,11,3,10,7,6,3,3,8,4,2,0
917017:0,0,2,1,2,5,1,1,1,7,0,1,4,0,0,2,1,4,1,4,0,4,2,2,2,0,2,3,1,1,2,0,3,1,3,2,2,2,0,1,3,3,2,0,1,1,0,0,4,1,2,3,2,2,2,2,3,2,3,4,0,0,0,1,0
917221:0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2,1,1,0,0,0,1,2,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0
917543:0,0,2,3,3,4,2,0,3,2,0,2,0,1,2,3,1,7,2,1,3,4,2,3,4,1,3,0,4,3,1,3,9,4,4,1,2,2,4,3,0,1,4,2,4,1,4,2,2,2,2,1,6,4,3,2,1,4,1,5,2,2,1,0,0
17106:0,0,5,8,5,11,13,13,11,5,9,11,6,12,4,2,9,11,10,8,7,7,11,10,10,8,10,9,8,9,13,6,7,13,8,16,5,12,10,10,12,9,6,4,6,7,16,4,8,6,12,5,8,4,2,6,7,8,4,10,7,12,3,1,0
917231:0,0,1,3,0,1,1,0,3,0,0,1,0,0,0,0,3,0,1,0,0,0,0,2,2,2,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,3,0,2,1,2,0,1,0,2,1,0,0,0,0,0,1,2,0,1,0,0,0
917233:0,0,2,2,5,7,7,8,7,5,6,7,10,7,12,10,8,11,9,9,6,5,9,11,7,5,12,12,8,4,7,8,10,10,7,7,9,4,7,10,7,6,5,10,3,2,6,7,6,10,11,7,8,7,12,13,6,6,9,7,10,16,5,4,2
917234:0,0,1,7,3,2,4,5,2,5,4,3,5,4,3,1,4,4,1,3,1,1,0,5,7,1,6,6,3,1,3,5,7,3,1,3,1,4,2,2,3,3,4,4,6,5,4,4,6,2,3,4,2,1,2,5,3,1,1,2,1,4,2,1,0
917747:0,0,2,2,1,1,2,1,2,3,1,1,1,1,1,3,1,1,6,3,3,2,4,4,4,3,1,4,4,0,2,3,6,2,2,2,1,3,3,4,4,5,2,1,1,3,3,5,2,2,3,4,9,1,4,4,3,4,6,6,2,2,1,1,0
17325:0,0,0,4,5,8,8,7,7,5,8,2,9,5,6,8,6,5,4,7,5,6,4,8,8,9,6,4,8,5,3,3,3,4,6,7,7,7,5,7,6,5,5,8,7,9,10,8,4,9,9,7,11,6,14,9,5,4,4,6,5,7,8,2,0
917237:0,0,0,0,4,6,8,4,7,5,8,9,4,6,6,8,4,1,8,5,5,4,1,4,7,2,7,5,6,5,6,7,5,7,6,8,3,5,3,1,7,7,12,4,2,7,6,9,4,4,5,2,7,6,7,3,5,2,3,4,6,5,5,5,0
917238:0,0,1,4,4,4,6,5,3,6,9,2,4,5,3,0,4,4,2,2,5,1,5,2,6,6,5,6,3,3,3,6,5,4,2,7,1,3,3,7,6,8,3,3,4,8,4,5,3,4,7,2,5,4,4,1,6,3,1,2,5,2,4,0,0
917239:0,0,0,2,0,1,4,1,3,2,4,2,0,1,1,2,2,2,0,2,2,2,4,0,2,4,3,5,2,2,2,1,3,4,1,1,5,1,2,1,1,1,6,0,2,4,1,2,3,3,3,2,3,2,1,2,4,1,0,1,3,2,1,0,0
17144:0,0,0,2,0,0,0,0,0,0,1,0,1,2,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,2,1,0,0,0
917241:0,0,0,0,0,1,1,0,1,3,1,2,0,0,0,0,1,1,2,2,0,1,1,1,3,1,1,3,1,0,2,1,2,0,0,1,2,1,0,0,0,0,3,1,0,1,0,2,1,0,1,0,0,1,1,1,1,0,1,4,0,1,2,0,0
917242:0,0,0,2,2,2,5,1,4,3,3,3,0,1,2,3,2,3,0,2,2,1,2,4,3,7,3,3,3,5,2,2,3,4,1,1,4,2,4,1,1,4,6,1,2,4,2,2,4,5,2,3,2,4,1,3,3,2,1,3,3,4,1,0,0
917243:0,0,0,1,1,3,4,2,1,1,1,2,0,1,0,0,1,1,1,0,0,3,0,3,0,4,3,2,0,3,1,1,1,2,0,0,1,1,2,0,1,2,3,2,1,1,1,0,2,3,0,2,2,1,1,2,1,0,1,1,2,2,0,1,0
917546:0,0,3,6,7,9,10,6,11,10,8,16,11,9,10,9,10,15,11,6,10,10,14,12,8,4,13,11,9,11,5,9,10,5,14,12,7,3,12,11,9,6,12,6,2,6,10,8,6,10,6,11,5,20,9,13,5,10,9,13,15,10,11,3,0
917184:0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,3,1,2,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,1,0,1,0,0
17621:0,0,0,3,2,3,3,4,1,2,4,6,2,2,4,4,3,2,3,0,1,1,7,2,3,6,5,2,1,3,1,7,1,6,2,4,1,1,4,4,1,1,1,2,5,5,3,5,5,3,5,8,3,3,6,3,5,4,4,4,3,2,3,0,0
17654:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17155:0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17620:0,0,1,1,1,3,1,3,1,2,3,0,0,2,0,2,4,3,3,0,3,2,1,4,5,4,2,0,3,2,0,2,4,0,2,1,0,1,3,3,3,3,4,0,2,5,0,4,4,3,3,3,8,1,3,4,2,2,3,4,2,1,2,1,0
17110:0,0,1,0,1,3,5,2,1,0,6,6,2,5,4,4,3,4,4,2,5,3,2,3,2,0,2,3,3,3,0,2,4,3,4,4,1,3,3,3,3,3,2,1,1,1,1,3,3,1,2,5,0,1,3,3,4,5,3,7,6,1,1,0,0
17158:0,0,0,0,2,3,3,0,8,2,1,1,4,3,5,4,3,6,2,2,0,1,5,3,2,4,3,1,0,4,1,2,2,5,4,3,2,4,0,5,1,4,1,1,0,4,0,3,0,2,3,1,1,2,1,2,5,4,2,3,5,2,5,4,1
17159:0,0,2,1,4,3,6,6,7,5,3,5,6,12,3,9,9,6,6,3,3,2,4,4,6,6,5,6,1,8,2,7,4,7,6,3,5,7,3,4,5,4,1,1,5,2,2,4,1,1,6,7,4,3,5,5,7,6,4,3,5,5,4,1,1
17160:0,0,1,6,3,2,7,1,5,5,3,4,5,3,4,3,9,5,1,2,4,2,3,7,4,2,7,4,3,4,3,4,6,7,3,9,2,9,4,4,2,3,3,7,4,3,1,6,3,3,3,10,4,1,2,3,2,2,6,2,4,6,3,1,0
17162:0,0,1,3,3,5,4,10,1,8,3,12,10,5,3,11,7,6,3,4,6,4,2,7,7,2,6,7,10,4,3,7,9,9,7,5,8,6,2,3,3,4,1,4,8,0,3,4,3,2,10,7,4,7,5,7,7,6,5,2,4,6,4,1,1
17163:0,0,1,3,1,3,4,10,2,5,5,9,4,6,3,7,3,4,2,6,4,3,3,3,8,6,4,6,8,4,1,3,7,8,7,5,6,4,2,2,2,2,5,4,3,2,5,4,5,7,6,2,4,4,4,6,3,5,3,3,3,6,2,0,0
17164:0,0,4,5,8,9,10,8,8,9,11,6,6,12,7,2,8,11,7,8,8,13,8,11,10,6,10,10,7,8,7,12,5,8,5,14,4,11,12,9,10,8,9,8,3,9,12,5,8,7,10,5,4,8,3,7,9,6,4,9,7,11,2,0,0
17166:0,0,0,1,1,2,6,4,4,3,7,3,4,6,5,6,6,3,2,7,6,2,0,3,8,6,6,4,8,6,2,3,6,5,4,5,2,4,2,2,1,4,9,4,2,4,3,7,4,5,5,1,3,4,4,9,4,4,2,4,3,4,1,1,0
17167:0,0,0,1,0,2,3,0,0,3,2,1,1,3,3,1,1,2,3,3,1,2,1,3,4,3,1,5,4,1,0,0,2,2,1,2,2,3,1,1,1,2,3,2,2,0,1,1,4,0,2,0,0,0,1,5,4,2,1,4,4,1,0,0,0
17168:0,0,0,1,2,2,4,3,1,0,1,6,5,5,3,4,2,5,1,3,4,2,1,3,2,2,1,2,3,3,0,3,3,1,4,1,3,2,3,2,3,4,1,1,1,5,0,2,3,0,0,3,5,2,2,3,2,4,3,4,6,2,1,0,0
17624:0,0,0,5,5,6,5,4,2,4,6,3,3,2,7,4,2,2,5,5,2,6,4,3,6,3,5,5,3,2,6,6,4,6,6,2,2,3,8,1,2,3,3,4,3,4,0,8,3,4,6,7,6,5,3,9,3,4,6,6,2,1,1,0,0
17170:0,0,0,1,1,2,1,0,0,3,2,0,0,3,1,0,1,1,1,2,0,0,0,3,4,2,1,4,1,0,0,1,1,0,1,2,2,1,2,0,1,0,2,1,2,2,0,0,3,0,1,0,2,0,1,2,1,1,2,3,1,2,0,0,0
17171:0,0,0,2,0,1,0,0,0,0,1,0,1,3,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,2,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,1,1,0,0,0
17172:0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,2,1,0,1,3,1,0,0,0,1,0,1,0,2,0,0,1,2,0,0,2,2,0,0,0,2,0,0,1,2,1,1,1,0,1,1,2,0,1,2,0,0,3,4,0,0,1,0
17173:0,0,0,2,0,2,0,0,0,0,1,0,1,3,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,2,0,0,0,1,0,2,0,1,1,0,1,0,0,2,1,0,1,1,0,0,0,2,1,0,0,0
940310:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
940311:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17626:0,0,3,1,3,3,6,5,2,1,1,3,6,3,3,3,0,2,5,3,3,8,3,4,1,2,5,3,6,4,3,5,6,3,0,3,1,3,3,8,3,5,2,3,3,3,0,5,2,0,5,4,5,7,3,4,7,1,3,5,5,3,0,1,0
17183:0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,1,2,0,1,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,3,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
17184:0,0,0,0,1,2,1,1,6,0,1,0,1,2,3,3,2,0,3,1,0,3,1,2,2,3,5,1,1,1,3,1,2,2,3,1,0,2,0,1,2,0,1,1,1,3,3,0,1,1,1,0,1,1,2,0,2,1,1,2,1,3,1,0,0
17706:0,0,1,4,5,13,10,9,7,5,7,13,10,6,7,5,12,7,6,11,10,5,13,10,9,2,11,6,9,4,8,4,7,12,8,6,3,8,5,10,9,5,13,3,9,4,5,7,6,13,9,6,11,13,10,9,12,5,10,7,10,6,6,1,0
917895:0,0,2,1,1,0,1,0,0,1,0,2,1,0,0,0,2,0,0,1,1,0,0,1,0,2,1,2,0,2,0,2,1,1,0,0,1,0,0,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,1,0,0
17708:0,0,0,4,3,10,5,8,8,4,4,10,7,3,7,4,9,5,4,9,5,5,11,9,6,6,5,6,5,2,8,1,7,10,5,4,2,8,7,5,7,3,7,1,7,4,9,2,7,6,6,7,4,12,10,5,10,4,9,6,7,3,6,1,0
17710:0,0,1,2,0,4,0,2,1,2,3,2,1,1,0,2,4,0,2,2,3,2,4,3,2,3,2,2,1,1,6,0,3,1,1,0,0,2,3,3,4,1,3,0,1,6,2,1,4,3,0,1,2,4,3,4,6,0,1,0,0,3,2,0,0
17711:0,0,0,2,0,1,1,1,3,3,1,1,1,0,2,0,1,0,2,0,1,0,0,1,0,2,1,0,1,1,2,0,1,1,0,1,0,1,2,0,3,1,1,0,1,2,2,1,0,1,1,1,0,0,0,1,0,2,1,1,0,1,1,0,1
17712:0,0,2,1,2,3,2,0,1,2,2,4,2,0,0,1,0,1,4,3,5,2,4,3,0,0,0,3,2,4,4,1,3,2,2,0,1,3,1,2,2,2,4,2,1,3,2,4,4,2,1,2,0,3,5,1,5,1,0,0,0,3,1,1,0
17713:0,0,3,1,1,7,6,2,0,3,2,8,3,6,1,4,5,4,3,4,4,8,4,2,5,3,4,1,5,2,4,7,8,3,7,3,4,4,2,5,3,4,6,11,3,1,0,4,5,6,1,9,1,3,2,2,5,7,3,5,1,5,2,1,0
17714:0,0,0,0,2,4,1,0,0,2,4,0,1,0,0,1,1,1,1,1,3,1,1,0,1,0,2,0,1,5,2,0,4,0,1,0,0,2,1,4,3,1,2,1,1,1,1,3,3,1,2,2,0,1,3,3,3,0,1,0,1,1,0,0,0
17715:0,0,0,2,1,6,1,1,4,5,5,3,3,3,2,2,2,3,2,1,1,1,3,2,4,3,1,3,1,1,3,3,7,2,4,1,2,3,3,5,4,5,0,1,0,5,2,0,2,3,3,1,2,2,2,2,6,1,1,3,1,0,7,0,0
17716:0,0,0,0,2,1,1,0,1,0,2,2,1,0,0,0,0,1,1,0,3,0,1,0,0,1,0,3,1,0,1,0,3,0,1,0,0,1,0,2,1,3,1,1,0,3,1,1,2,0,1,0,0,1,1,1,1,2,0,0,0,1,0,0,0
17717:0,0,1,0,1,3,0,1,1,1,3,1,2,0,0,1,2,1,1,1,1,1,0,1,0,0,2,0,0,4,2,0,3,1,0,0,2,1,1,2,4,0,2,1,2,0,0,2,2,1,2,3,0,1,2,3,4,0,1,0,2,1,0,0,0
917302:0,0,0,1,0,2,2,0,4,1,1,1,0,2,1,2,1,2,3,2,0,0,3,2,1,1,1,1,0,0,2,2,1,2,1,1,1,1,1,1,2,3,3,1,0,0,2,1,1,1,0,2,2,3,2,0,1,1,1,3,0,0,3,0,0
17707:0,0,1,0,3,3,4,4,3,3,1,8,4,4,1,4,3,1,2,2,6,3,2,8,4,2,8,4,4,2,3,2,1,6,5,4,1,2,1,3,5,1,4,3,2,2,5,3,2,7,4,3,3,5,2,5,3,5,2,2,0,3,2,2,0
17211:0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
917823:0,0,0,1,3,1,1,0,1,3,2,1,2,0,2,1,1,1,3,0,0,2,0,2,1,1,0,2,1,1,3,0,0,3,0,2,1,1,1,2,3,1,2,0,2,3,1,2,1,3,0,2,2,0,0,1,0,2,1,2,0,4,1,0,1
917824:0,0,0,7,8,3,5,4,3,6,1,9,5,6,4,6,5,7,1,5,5,3,8,4,5,4,5,3,1,3,3,9,5,4,2,5,7,1,6,6,0,3,2,9,7,3,8,3,4,3,7,4,5,5,2,3,5,6,3,4,3,9,1,0,0
917825:0,0,2,2,3,3,4,1,1,1,3,2,0,4,0,1,1,2,1,1,1,3,1,1,2,2,1,2,2,2,1,4,2,6,3,4,2,1,3,3,2,1,1,5,1,4,1,1,1,4,1,3,1,1,1,3,1,3,1,3,0,1,4,1,1
917826:0,0,3,3,2,3,2,5,1,5,5,6,1,2,4,3,0,1,5,7,4,0,3,1,2,2,3,4,0,0,1,6,5,3,4,1,1,3,5,2,3,0,0,3,7,2,3,1,4,5,3,7,1,1,7,6,7,2,4,2,2,2,2,0,0
917827:0,0,0,1,2,4,1,5,4,4,4,3,3,3,3,2,3,2,0,3,1,2,2,2,1,3,0,0,3,2,2,1,5,4,4,4,3,1,4,4,4,4,0,2,3,3,2,1,1,3,1,3,2,0,2,3,0,2,1,1,1,0,5,2,1
917828:0,0,2,0,3,0,2,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,2,4,5,2,0,1,0,2,1,0,2,0,1,1,0,1,0,0,2,0,0,0,0,1,1,1,2,0,1,3,1,3,0,4,1,1,1,0,2,2,0,0,0
17221:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917320:0,0,1,0,5,2,6,7,5,1,2,5,2,4,7,4,7,3,6,8,4,4,3,6,5,8,3,1,4,2,3,3,8,5,9,2,4,2,4,5,5,4,2,4,3,3,4,4,0,6,4,4,3,2,7,9,7,2,3,6,5,7,5,1,1
917324:0,0,1,4,8,9,10,9,6,13,6,8,15,13,9,8,9,14,9,12,6,8,6,13,8,7,13,17,10,9,8,10,16,10,8,12,8,4,9,14,9,9,9,13,13,5,9,10,14,12,9,7,8,13,14,13,8,8,12,11,10,17,6,6,0
17541:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17231:0,0,0,1,2,3,1,1,0,3,0,3,2,3,0,1,5,1,3,2,1,2,3,0,0,3,2,4,2,3,2,2,2,2,1,2,1,0,1,4,1,1,4,4,6,2,2,1,3,1,1,1,2,4,3,0,4,1,1,4,1,1,3,0,0
917328:0,0,1,2,7,5,6,5,4,6,7,6,5,5,2,7,3,0,6,3,6,2,1,7,6,6,11,5,8,6,4,3,5,7,8,4,3,8,3,11,7,4,6,2,3,11,3,3,8,7,4,5,5,3,5,7,6,3,2,3,5,4,5,2,2
917183:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17234:0,0,1,2,1,5,2,0,1,2,1,3,2,2,3,5,4,1,3,2,0,4,4,3,0,1,6,6,2,3,3,2,3,0,3,0,1,1,3,2,0,1,4,1,0,1,1,0,0,4,3,2,2,1,2,4,2,1,1,1,0,3,1,0,1
17235:0,0,2,3,5,6,5,4,5,1,1,6,6,6,4,2,2,0,8,6,3,4,5,7,3,8,6,3,5,6,4,4,3,2,6,2,3,5,4,6,4,3,6,6,2,6,3,0,5,4,4,6,3,6,5,3,4,7,5,5,2,3,2,1,2
917332:0,0,0,2,2,5,5,1,5,5,1,1,4,3,4,5,2,2,4,2,1,4,3,2,7,3,4,3,3,3,2,6,1,3,1,1,2,5,2,0,4,5,3,2,4,4,4,4,4,3,2,3,4,3,3,2,5,5,4,7,0,3,2,0,0
17749:0,0,0,3,0,4,2,1,2,0,2,0,3,3,0,1,3,0,0,3,1,0,1,4,3,0,0,1,1,1,1,0,1,2,1,4,0,2,1,2,4,3,0,0,2,0,1,4,0,0,2,0,0,4,0,0,1,2,1,0,3,0,1,0,1
17238:0,0,1,1,4,3,6,9,2,4,0,5,3,5,6,4,2,2,7,4,2,3,3,3,4,5,4,3,3,4,4,4,5,3,5,2,4,3,4,3,2,3,6,5,3,7,3,3,4,3,3,6,7,5,7,2,3,7,3,5,3,3,1,2,0
17239:0,0,3,0,2,4,4,4,3,3,2,1,2,5,5,5,3,4,4,2,2,3,3,4,3,4,3,4,2,2,3,4,3,4,4,1,4,2,5,1,2,4,6,2,3,5,2,5,4,1,3,4,5,5,6,2,4,4,2,5,2,3,0,2,0
17240:0,0,2,3,4,2,5,5,2,5,5,2,7,8,7,3,3,7,2,3,4,5,3,3,2,4,5,5,3,3,0,7,3,5,2,2,3,5,4,7,9,3,4,2,3,3,7,2,4,1,4,4,4,2,5,5,3,3,4,2,5,6,4,1,0
17242:0,0,2,0,1,2,2,0,1,1,1,2,0,2,0,1,1,4,3,1,1,2,3,1,2,2,1,4,0,0,3,0,2,1,4,1,2,1,3,0,1,2,4,1,1,1,1,2,0,0,0,2,0,7,2,1,0,0,2,2,2,2,1,1,0
17243:0,0,0,0,0,1,1,0,1,1,1,0,0,2,0,1,0,1,3,1,1,0,2,0,2,1,0,2,0,0,2,1,1,1,3,0,1,0,1,0,1,3,3,1,0,1,1,1,0,0,0,3,3,1,1,0,0,1,2,1,0,0,1,1,0
