car_id,start_time,path
690,788,40311-17531-17530-917529-917440-917332-17239-17238-917237-17166-17163-17162-17159-917157-917100
691,860,40311-917515-917421-917302-17243-17242-17239-17238-17235-17234-917233-17162-17159-917157-917100
692,3591,40311-917515-917421-917302-17243-17242-17239-17238-17235-17234-917233-17162-17159-917157-917100
693,3043,40311-917515-917421-917302-17243-17242-917241-17170-17167-17166-17163-17162-17159-917157-917100
694,1216,40311-917515-917421-917302-17243-17242-917241-17170-17167-17166-17163-17162-17159-917157-917100
695,564,40311-917515-917421-17336-17334-917332-17239-17238-17235-17234-917233-17162-17159-917157-917100
696,619,40311-917515-917421-17336-17334-917332-17239-17238-17235-17234-917233-17162-17159-917157-917100
697,3570,40311-17531-17530-17527-17526-917525-917436-17329-17326-17325-17322-17321-17355-917471
698,3191,40311-17531-17530-17527-17526-917525-917436-17329-17326-17325-17322-17321-17355-917471
699,2454,40311-17531-17530-917529-917440-17333-17330-17329-17326-17325-17322-17321-17355-917471
700,28,40311-17531-17530-917529-917440-17333-17330-17329-17326-17325-17322-17321-17355-917471
701,3177,40311-917515-917421-17336-17334-17333-17330-17329-17326-17325-17322-17321-17355-917471
702,2599,40311-917515-917421-17336-17334-17333-17330-17329-17326-17325-17322-17321-17355-917471
703,2479,40311-17531-17530-17527-17528-17599-17628-17625-17624-17621-17620-917544-917472-917471
704,0,40311-17531-17530-17527-17528-17599-17628-17625-17624-17621-17620-917544-917472-917471
705,134,40311-17531-17532-17603-17602-17599-17628-17625-17624-17621-17620-917544-917472-917471
706,2071,40311-17531-17532-17603-17602-17599-17628-17625-17624-17621-17620-917544-917472-917471
707,1964,40311-17531-17530-17527-17528-17599-17628-17625-17624-17621-917619-17543-917472-917471
708,2907,40311-17531-17530-17527-17528-17599-17628-17625-17624-17621-917619-17543-917472-917471
709,3100,17531-17530-917529-917440-917332-17239-17238-917237-17166-17163-17162-17160
710,1544,17531-17530-917529-917440-917332-17239-17238-917237-17166-17163-17162-17160
711,663,17531-17530-917529-917440-917332-17239-17238-17235-17234-917233-17162-17160
712,2825,17531-17530-917529-917440-917332-17239-17238-17235-17234-917233-17162-17160
713,1456,17531-17530-917529-917440-917332-917241-17170-17167-17166-17163-17162-17160
714,354,17531-17530-917529-917440-917332-917241-17170-17167-17166-17163-17162-17160
715,2332,17531-17530-17527-17526-917525-917436-17329-17326-917324-917233-17162-17160
716,3135,17531-17530-17527-17526-917525-917436-17329-17326-917324-917233-17162-17160
717,748,17531-17530-17527-17526-917525-917436-917328-917237-17166-17163-17162-17160
718,1390,17531-17530-17527-17526-917525-917436-917328-917237-17166-17163-17162-17160
719,2941,17531-17530-917529-917440-17333-17330-17329-17326-917324-917233-17162-17160
720,1383,17531-17530-917529-917440-17333-17330-17329-17326-917324-917233-17162-17160
721,331,17336-17334-917332-17239-17238-917237-17166-17163-17162-17159-917157-917099
722,695,17336-17334-917332-17239-17238-917237-17166-17163-17162-17159-917157-917099
723,3012,17336-17334-917332-17239-17238-17235-17234-917233-17162-17159-917157-917099
724,1169,17336-17334-917332-17239-17238-17235-17234-917233-17162-17159-917157-917099
725,1185,17336-17334-917332-917241-17170-17167-17166-17163-17162-17159-917157-917099
726,3352,17336-17334-917332-917241-17170-17167-17166-17163-17162-17159-917157-917099
727,1822,17336-17334-17333-17330-17329-17326-17325-17322-917320-917157-917099
728,1324,17336-17334-17333-17330-17329-17326-17325-17322-917320-917157-917099
729,1171,17336-17334-17333-17330-17329-17326-917324-917233-17162-17159-917157-917099
730,1364,17336-17334-17333-17330-17329-17326-917324-917233-17162-17159-917157-917099
731,3016,17336-17334-17333-17330-917328-917237-17166-17163-17162-17159-917157-917099
732,3007,17336-17334-17333-17330-917328-917237-17166-17163-17162-17159-917157-917099
733,800,40310-17606-17604-17603-17602-17599-17628-17625-17624-17621-17620-17654
734,1079,40310-17606-17604-17603-17602-17599-17628-17625-17624-17621-17620-17654
735,176,40310-917592-17531-17530-17527-17528-17599-17628-17625-17624-17621-17620-17654
736,2520,40310-917592-17531-17530-17527-17528-17599-17628-17625-17624-17621-17620-17654
737,2784,40310-917592-17531-17532-17603-17602-17599-17628-17625-17624-17621-17620-17654
738,2387,40310-917592-17531-17532-17603-17602-17599-17628-17625-17624-17621-17620-17654
739,2406,40310-17606-17607-17712-17710-17708-17706-17707-17754-17751-17748-17749-917655-17654
740,2732,40310-17606-17607-17712-17710-17708-17706-17707-17754-17751-17748-17749-917655-17654
741,2165,40310-17606-17604-17605-17710-17708-17706-17707-17754-17751-17748-17749-917655-17654
742,1413,40310-17606-17604-17605-17710-17708-17706-17707-17754-17751-17748-17749-917655-17654
743,2248,40310-17606-17607-17712-17710-17708-17706-17707-17754-17751-17748-917747-17620-17654
744,1310,40310-17606-17607-17712-17710-17708-17706-17707-17754-17751-17748-917747-17620-17654
745,1090,17287-17336-17334-17333-17330-17329-17326-17325-17322-17321-17355-17472-17541
746,1491,17287-17336-17334-17333-17330-17329-17326-17325-17322-17321-17355-17472-17541
747,601,17287-17336-17334-17333-17330-17329-17326-17325-17323-17431-17519-17543-17541
748,3077,17287-17336-17334-17333-17330-17329-17326-17325-17323-17431-17519-17543-17541
749,1938,17287-917302-17243-17242-17239-17238-17235-17236-17326-17325-17322-17321-17355-17472-17541
750,1771,17287-917302-17243-17242-17239-17238-17235-17236-17326-17325-17322-17321-17355-17472-17541
751,69,17287-17336-17334-917332-17239-17238-17235-17236-17326-17325-17322-17321-17355-17472-17541
752,1537,17287-17336-17334-917332-17239-17238-17235-17236-17326-17325-17322-17321-17355-17472-17541
753,2369,17287-917302-17243-17242-17239-17238-17235-17234-17231-17232-17322-17321-17355-17472-17541
754,787,17287-917302-17243-17242-17239-17238-17235-17234-17231-17232-17322-17321-17355-17472-17541
755,1114,17287-17336-17334-917332-17239-17238-17235-17234-17231-17232-17322-17321-17355-17472-17541
756,3216,17287-17336-17334-917332-17239-17238-17235-17234-17231-17232-17322-17321-17355-17472-17541
757,308,17336-17334-17333-17330-17329-17326-17325-17322-17321-17355-17472-17541
758,711,17336-17334-17333-17330-17329-17326-17325-17322-17321-17355-17472-17541
759,1551,17336-17334-17333-17330-17329-17326-17325-17323-17431-17519-17543-17541
760,128,17336-17334-17333-17330-17329-17326-17325-17323-17431-17519-17543-17541
761,2929,17336-17334-917332-17239-17238-17235-17236-17326-17325-17322-17321-17355-17472-17541
762,2861,17336-17334-917332-17239-17238-17235-17236-17326-17325-17322-17321-17355-17472-17541
763,3555,17336-17334-917332-17239-17238-17235-17234-17231-17232-17322-17321-17355-17472-17541
764,2344,17336-17334-917332-17239-17238-17235-17234-17231-17232-17322-17321-17355-17472-17541
765,956,17336-17334-917332-17239-17240-17330-17329-17326-17325-17322-17321-17355-17472-17541
766,1365,17336-17334-917332-17239-17240-17330-17329-17326-17325-17322-17321-17355-17472-17541
767,2129,17336-17334-17333-17330-917328-17235-17236-17326-17325-17322-17321-17355-17472-17541
768,449,17336-17334-17333-17330-917328-17235-17236-17326-17325-17322-17321-17355-17472-17541
769,780,17330-17329-17326-17325-17322-17321-17355-17472-17544-17655-17778
770,1050,17330-17329-17326-17325-17322-17321-17355-17472-17544-17655-17778
771,72,17330-17329-17327-17435-17524-17625-17624-17622-17748-17749-17778
772,99,17330-17329-17327-17435-17524-17625-17624-17622-17748-17749-17778
773,976,17330-17329-17327-17435-17524-17626-17754-17751-17748-17749-17778
774,2193,17330-17329-17327-17435-17524-17626-17754-17751-17748-17749-17778
775,2754,17330-17329-17327-17435-17524-17625-17624-17621-17620-17655-17778
776,1266,17330-17329-17327-17435-17524-17625-17624-17621-17620-17655-17778
777,2562,17330-17329-17326-17325-17323-17431-17521-17622-17748-17749-17778
778,1935,17330-17329-17326-17325-17323-17431-17521-17622-17748-17749-17778
779,549,17330-17329-17327-17435-17523-17520-17521-17622-17748-17749-17778
780,255,17330-17329-17327-17435-17523-17520-17521-17622-17748-17749-17778
781,1970,40310-17606-17604-17603-17602-17599-917627-17522-17523-17520-17521
782,208,40310-17606-17604-17603-17602-17599-917627-17522-17523-17520-17521
783,1009,40310-17606-17604-17603-17602-17599-17628-17625-917623-17520-17521
784,2664,40310-17606-17604-17603-17602-17599-17628-17625-917623-17520-17521
785,519,40310-17606-17604-17603-17602-17599-917627-17522-17523-17520-917519-17521
786,3095,40310-17606-17604-17603-17602-17599-917627-17522-17523-17520-917519-17521
787,896,40310-17606-17604-17603-17602-17599-17628-17625-917623-17520-917519-17521
788,1924,40310-17606-17604-17603-17602-17599-17628-17625-917623-17520-917519-17521
789,3114,40310-917592-17531-17530-17527-17528-17599-917627-17522-17523-17520-17521
790,2369,40310-917592-17531-17530-17527-17528-17599-917627-17522-17523-17520-17521
791,185,40310-917592-17531-17530-17527-17528-17599-17628-17625-917623-17520-17521
792,3465,40310-917592-17531-17530-17527-17528-17599-17628-17625-917623-17520-17521
793,34,40310-17606-17604-17603-17602-17599-17628-17625-17624-17621-17620
794,2397,40310-17606-17604-17603-17602-17599-17628-17625-17624-17621-17620
795,2897,40310-917592-17531-17530-17527-17528-17599-17628-17625-17624-17621-17620
796,1407,40310-917592-17531-17530-17527-17528-17599-17628-17625-17624-17621-17620
797,2042,40310-917592-17531-17532-17603-17602-17599-17628-17625-17624-17621-17620
798,1076,40310-917592-17531-17532-17603-17602-17599-17628-17625-17624-17621-17620
799,3250,40310-17606-17607-17712-17710-17708-17706-17707-17754-17751-17748-917747-17620
800,1605,40310-17606-17607-17712-17710-17708-17706-17707-17754-17751-17748-917747-17620
801,2573,40310-17606-17604-17605-17710-17708-17706-17707-17754-17751-17748-917747-17620
802,371,40310-17606-17604-17605-17710-17708-17706-17707-17754-17751-17748-917747-17620
803,1794,40310-17606-17607-17712-17710-17708-17706-17707-17754-917753-17624-17621-17620
804,3167,40310-17606-17607-17712-17710-17708-17706-17707-17754-917753-17624-17621-17620
805,193,17530-17527-17528-17600-17706-17707-17754-17751-17748
806,3073,17530-17527-17528-17600-17706-17707-17754-17751-17748
807,1269,17530-17527-17528-17599-17628-17625-17624-17622-17748
808,1194,17530-17527-17528-17599-17628-17625-17624-17622-17748
809,2043,17530-17527-17528-17599-17628-17626-17754-17751-17748
810,2863,17530-17527-17528-17599-17628-17626-17754-17751-17748
811,1313,17530-17527-17528-17599-917627-17522-17524-17625-17624-17622-17748
812,418,17530-17527-17528-17599-917627-17522-17524-17625-17624-17622-17748
813,336,17530-17527-17528-17600-17706-17707-17754-917753-17624-17622-17748
814,3512,17530-17527-17528-17600-17706-17707-17754-917753-17624-17622-17748
815,1048,17530-17527-17528-17599-917627-17522-17524-17626-17754-17751-17748
816,3267,17530-17527-17528-17599-917627-17522-17524-17626-17754-17751-17748
817,3520,17531-17530-17527-17528-17600-17706-17707-17754-17751-17748-917747
818,3125,17531-17530-17527-17528-17600-17706-17707-17754-17751-17748-917747
819,824,17531-17532-17605-17710-17708-17706-17707-17754-17751-17748-917747
820,763,17531-17532-17605-17710-17708-17706-17707-17754-17751-17748-917747
821,3173,17531-17532-17603-17602-17600-17706-17707-17754-17751-17748-917747
822,2235,17531-17532-17603-17602-17600-17706-17707-17754-17751-17748-917747
823,1688,17531-17530-17527-17528-17599-17628-17625-17624-17622-17748-917747
824,3016,17531-17530-17527-17528-17599-17628-17625-17624-17622-17748-917747
825,1990,17531-17530-17527-17528-17599-17628-17626-17754-17751-17748-917747
826,1167,17531-17530-17527-17528-17599-17628-17626-17754-17751-17748-917747
827,2366,17531-17532-17603-17602-17599-17628-17625-17624-17622-17748-917747
828,1296,17531-17532-17603-17602-17599-17628-17625-17624-17622-17748-917747
829,353,17717-917716-940310
830,893,17717-917716-940310
831,2128,17717-917716-940310
832,3135,17717-17714-17712-917605-917604-917606-940310
833,1727,17717-17714-17712-917605-917604-917606-940310
834,3254,17717-17718-17827-917715-917607-917606-940310
835,1863,17717-17718-17827-917715-917607-917606-940310
836,3553,17717-17714-17715-917827-917718-917716-940310
837,2325,17717-17714-17715-917827-917718-917716-940310
838,2576,17717-17718-17827-917715-917714-917716-940310
839,2072,17717-17718-17827-917715-917714-917716-940310
840,2560,17717-17718-17827-917715-17712-917605-917604-917606-940310
841,591,17717-17718-17827-917715-17712-917605-917604-917606-940310
842,108,917897-917824-917711-917710-917712-917607-917606-940310
843,527,917897-917824-917711-917710-917712-917607-917606-940310
844,440,917897-917824-917711-917710-917605-917604-917606-940310
845,1410,917897-917824-917711-917710-917605-917604-917606-940310
846,2734,917897-917824-917823-917713-917712-917607-917606-940310
847,601,917897-917824-917823-917713-917712-917607-917606-940310
848,2543,917897-917896-917826-917713-917712-917607-917606-940310
849,973,917897-917896-917826-917713-917712-917607-917606-940310
850,2565,917897-917824-917823-917713-917605-917604-917606-940310
851,2411,917897-917824-917823-917713-917605-917604-917606-940310
852,2528,917897-917896-917826-917713-917605-917604-917606-940310
853,1090,917897-917896-917826-917713-917605-917604-917606-940310
854,1853,17713-917825-917715-917607-917606-917592-917515-917413
855,28,17713-917825-917715-917607-917606-917592-917515-917413
856,1272,17713-17823-917711-917709-917601-917530-917531-917515-917413
857,2824,17713-17823-917711-917709-917601-917530-917531-917515-917413
858,984,17713-17823-917711-917709-917601-917529-917441-917442-917413
859,1849,17713-17823-917711-917709-917601-917529-917441-917442-917413
860,2262,17713-17823-917711-917710-917712-917607-917606-917592-917515-917413
861,2333,17713-17823-917711-917710-917712-917607-917606-917592-917515-917413
862,1448,17713-17823-917711-917710-917605-917604-917606-917592-917515-917413
863,2496,17713-17823-917711-917710-917605-917604-917606-917592-917515-917413
864,959,17713-917825-917827-917718-917716-917592-917515-917413
865,760,17713-917825-917827-917718-917716-917592-917515-917413
866,2467,17824-917896-917826-917713-917712-917607-917606-917592-917515-917413
867,457,17824-917896-917826-917713-917712-917607-917606-917592-917515-917413
868,2522,17824-917896-917826-917713-917605-917604-917606-917592-917515-917413
869,1763,17824-917896-917826-917713-917605-917604-917606-917592-917515-917413
870,2530,17824-917896-917826-917825-917715-917607-917606-917592-917515-917413
871,1854,17824-917896-917826-917825-917715-917607-917606-917592-917515-917413
872,2659,17824-917896-917898-917828-917715-917607-917606-917592-917515-917413
873,1657,17824-917896-917898-917828-917715-917607-917606-917592-917515-917413
874,428,17824-917896-917826-17823-917711-917709-917601-917530-917531-917515-917413
875,29,17824-917896-917826-17823-917711-917709-917601-917530-917531-917515-917413
876,290,17824-917896-917826-17823-917711-917709-917601-917529-917441-917442-917413
877,914,17824-917896-917826-17823-917711-917709-917601-917529-917441-917442-917413
878,3296,17717-917716-917592-17531-17530-917529-917440
879,1805,17717-917716-917592-17531-17530-917529-917440
880,812,17717-17714-17712-17710-917709-917601-917529-917440
881,3223,17717-17714-17712-17710-917709-917601-917529-917440
882,192,17717-17714-17712-917605-17603-917601-917529-917440
883,1497,17717-17714-17712-917605-17603-917601-917529-917440
884,481,17717-917716-17606-17604-17603-917601-917529-917440
885,2953,17717-917716-17606-17604-17603-917601-917529-917440
886,1034,17717-17714-17712-17713-17823-917711-917709-917601-917529-917440
887,1814,17717-17714-17712-17713-17823-917711-917709-917601-917529-917440
888,2775,17717-17714-17715-17825-17823-917711-917709-917601-917529-917440
889,3262,17717-17714-17715-17825-17823-917711-917709-917601-917529-917440
890,3323,917897-917824-917711-917709-917601-917529-917440-917332-917242-917243-17302-17421
891,69,917897-917824-917711-917709-917601-917529-917440-917332-917242-917243-17302-17421
892,2228,917897-917824-917711-917709-917601-917529-917440-917332-917242-917243-17302-17421
893,38,917897-917896-917826-17823-917711-917709-917601-917529-917440-917332-917242-917243-17302-17421
894,3222,917897-917896-917826-17823-917711-917709-917601-917529-917440-917332-917242-917243-17302-17421
895,1660,917897-917824-917711-917710-917605-17603-917601-917529-917440-917332-917242-917243-17302-17421
896,1204,917897-917824-917711-917710-917605-17603-917601-917529-917440-917332-917242-917243-17302-17421
897,1251,917897-917824-917823-917713-17710-917709-917601-917529-917440-917332-917242-917243-17302-17421
898,2688,917897-917824-917823-917713-17710-917709-917601-917529-917440-917332-917242-917243-17302-17421
899,8,917897-917896-917826-917713-17710-917709-917601-917529-917440-917332-917242-917243-17302-17421
900,733,917897-917896-917826-917713-17710-917709-917601-917529-917440-917332-917242-917243-17302-17421
901,465,917897-917824-917823-917713-917605-17603-917601-917529-917440-917332-917242-917243-17302-17421
902,1486,917897-917824-917823-917713-917605-17603-917601-917529-917440-917332-917242-917243-17302-17421
903,709,17710-917709-917601-917529-917440-17333
904,2204,17710-917709-917601-917529-917440-17333
905,886,17710-917709-917601-917529-917440-17333
906,1711,17710-17708-17706-917705-917627-917526-917527-917529-917440-17333
907,336,17710-17708-17706-917705-917627-917526-917527-917529-917440-17333
908,1662,17710-17708-17706-917705-917627-917525-917437-917438-917440-17333
909,2319,17710-17708-17706-917705-917627-917525-917437-917438-917440-17333
910,1454,17710-917709-917601-917529-917440-917332-917242-17244-17334-17333
911,3397,17710-917709-917601-917529-917440-917332-917242-17244-17334-17333
912,858,17710-917709-17602-17599-917627-917526-917527-917529-917440-17333
913,1352,17710-917709-17602-17599-917627-917526-917527-917529-917440-17333
914,3581,17710-917709-917601-917530-917531-917515-917421-17336-17334-17333
915,1258,17710-917709-917601-917530-917531-917515-917421-17336-17334-17333
916,1486,17827-917715-17712-17710-917709-917601-917529-917441-17443
917,389,17827-917715-17712-17710-917709-917601-917529-917441-17443
918,1002,17827-917715-17712-917605-17603-917601-917529-917441-17443
919,3558,17827-917715-17712-917605-17603-917601-917529-917441-17443
920,2628,17827-917715-917607-17604-17603-917601-917529-917441-17443
921,917,17827-917715-917607-17604-17603-917601-917529-917441-17443
922,3146,17827-917715-917607-917606-917592-917515-917421-17336-17376-17443
923,2650,17827-917715-917607-917606-917592-917515-917421-17336-17376-17443
924,1185,17827-917715-917607-917606-917592-17531-17530-917529-917441-17443
925,1266,17827-917715-917607-917606-917592-17531-17530-917529-917441-17443
926,1961,17827-17828-17898-917826-17823-917711-917709-917601-917529-917441-17443
927,502,17827-17828-17898-917826-17823-917711-917709-917601-917529-917441-17443
928,1694,917897-917824-917711-17708-17706-917705-917627-17522-17523-917546-917432-917324-917233-917161-917103-917018-916931
929,3087,917897-917824-917711-17708-17706-917705-917627-17522-17523-917546-917432-917324-917233-917161-917103-917018-916931
930,840,917897-917824-917711-17708-17706-917705-917627-17522-17523-917546-917432-917324-917233-917161-917103-917018-916931
931,3589,917897-917824-917711-17708-17706-17707-17754-917753-917623-917546-917432-917324-917233-917161-917103-917018-916931
932,2560,917897-917824-917711-17708-17706-17707-17754-917753-917623-917546-917432-917324-917233-917161-917103-917018-916931
933,1411,917897-917824-917711-17708-17706-17707-17754-917753-917623-917546-917432-917324-917233-917161-917103-917018-916931
934,3015,917897-917824-917711-17708-17706-917705-17628-17625-917623-917546-917432-917324-917233-917161-917103-917018-916931
935,841,917897-917824-917711-17708-17706-917705-17628-17625-917623-917546-917432-917324-917233-917161-917103-917018-916931
936,3300,917897-917824-917711-17708-17706-917705-17628-17625-917623-917546-917432-917324-917233-917161-917103-917018-916931
937,304,917897-917824-917711-17708-17706-917705-917627-917525-917436-917328-917237-17166-17163-917161-917103-917018-916931
938,950,917897-917824-917711-17708-17706-917705-917627-917525-917436-917328-917237-17166-17163-917161-917103-917018-916931
939,1382,917897-917824-917711-17708-17706-917705-917627-917525-917436-917328-917237-17166-17163-917161-917103-917018-916931
940,798,917897-917824-917711-17708-17706-917705-917627-917525-917436-17329-17326-917324-917233-917161-917103-917018-916931
941,2033,917897-917824-917711-17708-17706-917705-917627-917525-917436-17329-17326-917324-917233-917161-917103-917018-916931
942,3037,917897-917824-917711-17708-17706-917705-917627-917525-917436-17329-17326-917324-917233-917161-917103-917018-916931
943,866,917897-917824-917711-917709-17602-17599-917627-17522-17523-917546-917432-917324-917233-917161-917103-917018-916931
944,2477,917897-917824-917711-917709-17602-17599-917627-17522-17523-917546-917432-917324-917233-917161-917103-917018-916931
945,225,917897-917824-917711-917709-17602-17599-917627-17522-17523-917546-917432-917324-917233-917161-917103-917018-916931
946,1695,917989-17899-17898-917826-17823-917711-17708-17706-917705-917627-17522-17523-917546-917432-917324-917233-917161-917103-917018-916931
947,1783,917989-17899-17898-917826-17823-917711-17708-17706-917705-917627-17522-17523-917546-917432-917324-917233-917161-917103-917018-916931
948,2775,917989-17899-17898-917826-17823-917711-17708-17706-917705-917627-17522-17523-917546-917432-917324-917233-917161-917103-917018-916931
949,1145,917989-17899-17898-17896-917824-917711-17708-17706-917705-917627-17522-17523-917546-917432-917324-917233-917161-917103-917018-916931
950,2002,917989-17899-17898-17896-917824-917711-17708-17706-917705-917627-17522-17523-917546-917432-917324-917233-917161-917103-917018-916931
951,2419,917989-17899-17898-17896-917824-917711-17708-17706-917705-917627-17522-17523-917546-917432-917324-917233-917161-917103-917018-916931
952,3191,917989-17899-917828-17825-17823-917711-17708-17706-917705-917627-17522-17523-917546-917432-917324-917233-917161-917103-917018-916931
953,949,917989-17899-917828-17825-17823-917711-17708-17706-917705-917627-17522-17523-917546-917432-917324-917233-917161-917103-917018-916931
954,2619,917989-17899-917828-17825-17823-917711-17708-17706-917705-917627-17522-17523-917546-917432-917324-917233-917161-917103-917018-916931
955,3285,917989-17899-17898-917826-17823-917711-17708-17706-17707-17754-917753-917623-917546-917432-917324-917233-917161-917103-917018-916931
956,1180,917989-17899-17898-917826-17823-917711-17708-17706-17707-17754-917753-917623-917546-917432-917324-917233-917161-917103-917018-916931
957,1329,917989-17899-17898-917826-17823-917711-17708-17706-17707-17754-917753-917623-917546-917432-917324-917233-917161-917103-917018-916931
958,2022,917989-17899-17898-17896-917824-917711-17708-17706-17707-17754-917753-917623-917546-917432-917324-917233-917161-917103-917018-916931
959,1758,917989-17899-17898-17896-917824-917711-17708-17706-17707-17754-917753-917623-917546-917432-917324-917233-917161-917103-917018-916931
960,2327,917989-17899-17898-17896-917824-917711-17708-17706-17707-17754-917753-917623-917546-917432-917324-917233-917161-917103-917018-916931
961,3273,917989-17899-17898-917826-17823-917711-17708-17706-917705-17628-17625-917623-917546-917432-917324-917233-917161-917103-917018-916931
962,3349,917989-17899-17898-917826-17823-917711-17708-17706-917705-17628-17625-917623-917546-917432-917324-917233-917161-917103-917018-916931
963,1048,917989-17899-17898-917826-17823-917711-17708-17706-917705-17628-17625-917623-917546-917432-917324-917233-917161-917103-917018-916931
964,3094,17898-917826-17823-917711-17708-17706-917705-917627-17522-17523-917546-917432-917324-917233-917161-917103-917016
965,2145,17898-917826-17823-917711-17708-17706-917705-917627-17522-17523-917546-917432-917324-917233-917161-917103-917016
966,2260,17898-917826-17823-917711-17708-17706-917705-917627-17522-17523-917546-917432-917324-917233-917161-917103-917016
967,1850,17898-17896-917824-917711-17708-17706-917705-917627-17522-17523-917546-917432-917324-917233-917161-917103-917016
968,1908,17898-17896-917824-917711-17708-17706-917705-917627-17522-17523-917546-917432-917324-917233-917161-917103-917016
969,739,17898-17896-917824-917711-17708-17706-917705-917627-17522-17523-917546-917432-917324-917233-917161-917103-917016
970,502,17898-917826-17823-917711-17708-17706-17707-17754-917753-917623-917546-917432-917324-917233-917161-917103-917016
971,2955,17898-917826-17823-917711-17708-17706-17707-17754-917753-917623-917546-917432-917324-917233-917161-917103-917016
972,212,17898-917826-17823-917711-17708-17706-17707-17754-917753-917623-917546-917432-917324-917233-917161-917103-917016
973,1210,17898-17896-917824-917711-17708-17706-17707-17754-917753-917623-917546-917432-917324-917233-917161-917103-917016
974,3371,17898-17896-917824-917711-17708-17706-17707-17754-917753-917623-917546-917432-917324-917233-917161-917103-917016
975,3276,17898-17896-917824-917711-17708-17706-17707-17754-917753-917623-917546-917432-917324-917233-917161-917103-917016
976,3234,17898-917826-17823-917711-17708-17706-917705-17628-17625-917623-917546-917432-917324-917233-917161-917103-917016
977,777,17898-917826-17823-917711-17708-17706-917705-17628-17625-917623-917546-917432-917324-917233-917161-917103-917016
978,1940,17898-917826-17823-917711-17708-17706-917705-17628-17625-917623-917546-917432-917324-917233-917161-917103-917016
979,2956,17898-17896-917824-917711-17708-17706-917705-17628-17625-917623-917546-917432-917324-917233-917161-917103-917016
980,1729,17898-17896-917824-917711-17708-17706-917705-17628-17625-917623-917546-917432-917324-917233-917161-917103-917016
981,3394,17898-17896-917824-917711-17708-17706-917705-17628-17625-917623-917546-917432-917324-917233-917161-917103-917016
982,1037,17824-17893-917895-17754-917753-917623-917546-917432-917324-917233-917161-917103-917016
983,1126,17824-17893-917895-17754-917753-917623-917546-917432-917324-917233-917161-917103-917016
984,854,17824-17893-917895-17754-917753-917623-917546-917432-917324-917233-917161-917103-917016
985,3270,17824-917896-917826-17823-917711-17708-17706-917705-917627-17522-17523-917546-917432-917324-917233-917161-917103-917016
986,2099,17824-917896-917826-17823-917711-17708-17706-917705-917627-17522-17523-917546-917432-917324-917233-917161-917103-917016
987,969,17824-917896-917826-17823-917711-17708-17706-917705-917627-17522-17523-917546-917432-917324-917233-917161-917103-917016
988,464,17824-917896-917826-17823-917711-17708-17706-17707-17754-917753-917623-917546-917432-917324-917233-917161-917103-917016
989,1041,17824-917896-917826-17823-917711-17708-17706-17707-17754-917753-917623-917546-917432-917324-917233-917161-917103-917016
990,999,17824-917896-917826-17823-917711-17708-17706-17707-17754-917753-917623-917546-917432-917324-917233-917161-917103-917016
991,2669,17824-917896-917826-17823-917711-17708-17706-917705-17628-17625-917623-917546-917432-917324-917233-917161-917103-917016
992,2783,17824-917896-917826-17823-917711-17708-17706-917705-17628-17625-917623-917546-917432-917324-917233-917161-917103-917016
993,1295,17824-917896-917826-17823-917711-17708-17706-917705-17628-17625-917623-917546-917432-917324-917233-917161-917103-917016
994,3145,17824-917896-917826-17823-917711-17708-17706-917705-917627-917525-917436-917328-917237-17166-17163-917161-917103-917016
995,1737,17824-917896-917826-17823-917711-17708-17706-917705-917627-917525-917436-917328-917237-17166-17163-917161-917103-917016
996,2747,17824-917896-917826-17823-917711-17708-17706-917705-917627-917525-917436-917328-917237-17166-17163-917161-917103-917016
997,947,17824-917896-917826-17823-917711-17708-17706-917705-917627-917525-917436-17329-17326-917324-917233-917161-917103-917016
998,972,17824-917896-917826-17823-917711-17708-17706-917705-917627-917525-917436-17329-17326-917324-917233-917161-917103-917016
999,1796,17824-917896-917826-17823-917711-17708-17706-917705-917627-917525-917436-17329-17326-917324-917233-917161-917103-917016
1000,497,917989-17899-17898-917826-17823-917711-17708-17706-917705-917627-17522-17523-917546-917432-917324-917233-917161
1001,169,917989-17899-17898-917826-17823-917711-17708-17706-917705-917627-17522-17523-917546-917432-917324-917233-917161
1002,2589,917989-17899-17898-917826-17823-917711-17708-17706-917705-917627-17522-17523-917546-917432-917324-917233-917161
1003,3455,917989-17899-17898-17896-917824-917711-17708-17706-917705-917627-17522-17523-917546-917432-917324-917233-917161
1004,1509,917989-17899-17898-17896-917824-917711-17708-17706-917705-917627-17522-17523-917546-917432-917324-917233-917161
1005,2704,917989-17899-17898-17896-917824-917711-17708-17706-917705-917627-17522-17523-917546-917432-917324-917233-917161
1006,3047,917989-17899-917828-17825-17823-917711-17708-17706-917705-917627-17522-17523-917546-917432-917324-917233-917161
1007,91,917989-17899-917828-17825-17823-917711-17708-17706-917705-917627-17522-17523-917546-917432-917324-917233-917161
1008,1617,917989-17899-917828-17825-17823-917711-17708-17706-917705-917627-17522-17523-917546-917432-917324-917233-917161
1009,1378,917989-17899-17898-917826-17823-917711-17708-17706-17707-17754-917753-917623-917546-917432-917324-917233-917161
1010,2503,917989-17899-17898-917826-17823-917711-17708-17706-17707-17754-917753-917623-917546-917432-917324-917233-917161
1011,0,917989-17899-17898-917826-17823-917711-17708-17706-17707-17754-917753-917623-917546-917432-917324-917233-917161
1012,1255,917989-17899-17898-17896-917824-917711-17708-17706-17707-17754-917753-917623-917546-917432-917324-917233-917161
