car_id,start_time,path
1900,1118,917018-17055-17106-17164-17236-17327-917434-917437-17439-17526-917522
1901,2184,917018-917021-917022-17059-17110-17168-17238-17235-17236-17327-17435-917522
1902,258,917018-917021-917022-17059-17110-17168-17238-17235-17236-17327-17435-917522
1903,1742,917018-17055-17106-17164-17236-17327-17435-17524-17625-917623-917523-917522
1904,3233,917018-17055-17106-17164-17236-17327-17435-17524-17625-917623-917523-917522
1905,603,16931-17055-17106-17163-17162-17159-17158-917183
1906,301,16931-17055-17106-17163-17162-17159-17158-917183
1907,882,16931-17055-17106-17163-17162-17159-17158-917183
1908,315,16931-17018-17017-17049-17102-17159-17158-917183
1909,775,16931-17018-17017-17049-17102-17159-17158-917183
1910,689,16931-17018-17017-17049-17102-17159-17158-917183
1911,1677,16931-17055-17106-17164-17234-917233-17162-17159-17158-917183
1912,3585,16931-17055-17106-17164-17234-917233-17162-17159-17158-917183
1913,2114,16931-17055-17106-17163-17162-17160-17232-17322-917320-17158-917183
1914,1848,16931-17055-17106-17163-17162-17160-17232-17322-917320-17158-917183
1915,1980,16931-17055-17106-17164-17236-17326-17325-17322-917320-17158-917183
1916,2307,16931-17055-17106-17164-17236-17326-17325-17322-917320-17158-917183
1917,2172,16931-17018-17017-17049-17102-17160-17232-17322-917320-17158-917183
1918,1784,16931-17018-17017-17049-17102-17160-17232-17322-917320-17158-917183
1919,1354,16931-17018-17017-17014-17069
1920,455,16931-17018-17017-17014-17069
1921,3332,16931-17018-17017-17014-17069
1922,2003,16931-17055-17106-17163-17162-17159-917157-917099-17069
1923,3031,16931-17055-17106-17163-17162-17159-917157-917099-17069
1924,3125,16931-17018-17017-17049-17102-17159-917157-917099-17069
1925,2642,16931-17018-17017-17049-17102-17159-917157-917099-17069
1926,297,16931-17055-17106-17163-917161-917103-17017-17014-17069
1927,3381,16931-17055-17106-17163-917161-917103-17017-17014-17069
1928,936,16931-17055-17106-17164-17234-917233-17162-17159-917157-917099-17069
1929,1545,16931-17055-17106-17164-17234-917233-17162-17159-917157-917099-17069
1930,833,16931-17055-917105-917107-17021-17018-17017-17014-17069
1931,956,16931-17055-917105-917107-17021-17018-17017-17014-17069
1932,1227,917161-917103-17017-17014-917012
1933,2698,917161-917103-17017-17014-917012
1934,536,917161-917103-17017-17014-917012
1935,2325,917161-917103-17017-17049-17102-17159-917157-917099-917012
1936,3101,917161-917103-17017-17049-17102-17159-917157-917099-917012
1937,2848,917161-917104-17106-17163-17162-17159-917157-917099-917012
1938,2194,917161-917104-17106-17163-17162-17159-917157-917099-917012
1939,1673,917161-917103-917018-17055-17106-17163-17162-17159-917157-917099-917012
1940,659,917161-917103-917018-17055-17106-17163-17162-17159-917157-917099-917012
1941,2856,917161-917104-17106-17164-17234-917233-17162-17159-917157-917099-917012
1942,836,917161-917104-17106-17164-17234-917233-17162-17159-917157-917099-917012
1943,1189,917161-917104-917105-917107-17021-17018-17017-17014-917012
1944,1456,917161-917104-917105-917107-17021-17018-17017-17014-917012
1945,1951,17055-17106-17163-17162-17159-917157-917099-917014-916927
1946,2153,17055-17106-17163-17162-17159-917157-917099-917014-916927
1947,104,17055-17106-17163-17162-17159-917157-917099-917014-916927
1948,3027,17055-17106-17164-17234-917233-17162-17159-917157-917099-917014-916927
1949,193,17055-17106-17164-17234-917233-17162-17159-917157-917099-917014-916927
1950,981,17055-17106-17163-17162-17160-17232-17322-917320-917157-917099-917014-916927
1951,528,17055-17106-17163-17162-17160-17232-17322-917320-917157-917099-917014-916927
1952,1688,17055-17106-17164-17236-17326-17325-17322-917320-917157-917099-917014-916927
1953,3442,17055-17106-17164-17236-17326-17325-17322-917320-917157-917099-917014-916927
1954,1668,17055-17106-17164-17236-17326-917324-917233-17162-17159-917157-917099-917014-916927
1955,2669,17055-17106-17164-17236-17326-917324-917233-17162-17159-917157-917099-917014-916927
1956,2014,17055-17106-17163-917161-917103-17017-17049-17102-17159-917157-917099-917014-916927
1957,1988,17055-17106-17163-917161-917103-17017-17049-17102-17159-917157-917099-917014-916927
1958,540,16931-17055-17106-17163-17162-17159-17158-17184-17355
1959,2818,16931-17055-17106-17163-17162-17159-17158-17184-17355
1960,639,16931-17018-17017-17049-17102-17159-17158-17184-17355
1961,573,16931-17018-17017-17049-17102-17159-17158-17184-17355
1962,2881,16931-17055-17106-17163-17162-17160-17232-17322-17321-17355
1963,799,16931-17055-17106-17163-17162-17160-17232-17322-17321-17355
1964,1338,16931-17055-17106-17164-17236-17326-17325-17322-17321-17355
1965,2214,16931-17055-17106-17164-17236-17326-17325-17322-17321-17355
1966,2648,16931-17018-17017-17049-17102-17160-17232-17322-17321-17355
1967,2390,16931-17018-17017-17049-17102-17160-17232-17322-17321-17355
1968,847,16931-17055-17106-17164-17234-17231-17232-17322-17321-17355
1969,2092,16931-17055-17106-17164-17234-17231-17232-17322-17321-17355
1970,1280,16931-17018-17017-17049-17102
1971,1217,16931-17018-17017-17049-17102
1972,2154,16931-17018-17017-17049-17102
1973,2192,16931-17055-17106-17163-917161-917103-17017-17049-17102
1974,1330,16931-17055-17106-17163-917161-917103-17017-17049-17102
1975,332,16931-17055-17106-17163-17162-17159-917157-917100-17102
1976,1068,16931-17055-17106-17163-17162-17159-917157-917100-17102
1977,1584,16931-17055-917105-917107-17021-17018-17017-17049-17102
1978,1313,16931-17055-917105-917107-17021-17018-17017-17049-17102
1979,501,16931-17055-17106-17164-17234-917233-917161-917103-17017-17049-17102
1980,806,16931-17055-17106-17164-17234-917233-917161-917103-17017-17049-17102
1981,555,16931-17055-17106-17163-17162-17159-917157-917099-917014-17049-17102
1982,3168,16931-17055-17106-17163-17162-17159-917157-917099-917014-17049-17102
1983,1146,917107-17021-17055-17106-17164-17236-17326-17325-17322-17321-917184
1984,2430,917107-17021-17055-17106-17164-17236-17326-17325-17322-17321-917184
1985,3327,917107-17021-17055-17106-17163-17162-17160-17232-17322-17321-917184
1986,2465,917107-17021-17055-17106-17163-17162-17160-17232-17322-17321-917184
1987,2474,917107-17021-17018-17017-17049-17102-17160-17232-17322-17321-917184
1988,1626,917107-17021-17018-17017-17049-17102-17160-17232-17322-17321-917184
1989,51,917107-17021-17055-17106-17164-17234-17231-17232-17322-17321-917184
1990,2392,917107-17021-17055-17106-17164-17234-17231-17232-17322-17321-917184
1991,3386,917107-917022-17059-17110-17168-17238-17235-17236-17326-17325-17322-17321-917184
1992,1952,917107-917022-17059-17110-17168-17238-17235-17236-17326-17325-17322-17321-917184
1993,2708,917107-17021-17055-17106-17164-17236-17326-917324-17231-17232-17322-17321-917184
1994,2399,917107-17021-17055-17106-17164-17236-17326-917324-17231-17232-17322-17321-917184
1995,2875,17164-17236-17326-17325-17322-17321-17355-917471
1996,1982,17164-17236-17326-17325-17322-17321-17355-917471
1997,1200,17164-17234-17231-17232-17322-17321-17355-917471
1998,3419,17164-17234-17231-17232-17322-17321-17355-917471
1999,175,17164-17234-917233-17162-17159-17158-17184-17355-917471
2000,1181,17164-17234-917233-17162-17159-17158-17184-17355-917471
2001,3367,17164-17236-17326-917324-17231-17232-17322-17321-17355-917471
2002,642,17164-17236-17326-917324-17231-17232-17322-17321-17355-917471
2003,1023,17164-17234-917233-17162-17160-17232-17322-17321-17355-917471
2004,1273,17164-17234-917233-17162-17160-17232-17322-17321-17355-917471
2005,2953,17164-17236-17326-17325-17323-17431-17519-17543-917472-917471
2006,3028,17164-17236-17326-17325-17323-17431-17519-17543-917472-917471
2007,3361,16931-17055-17106-17163-17162-17159-17158-17181
2008,2073,16931-17055-17106-17163-17162-17159-17158-17181
2009,1821,16931-17018-17017-17049-17102-17159-17158-17181
2010,2276,16931-17018-17017-17049-17102-17159-17158-17181
2011,3195,16931-17055-17106-17164-17234-917233-17162-17159-17158-17181
2012,3546,16931-17055-17106-17164-17234-917233-17162-17159-17158-17181
2013,1890,16931-17055-17106-17163-17162-17160-17232-17322-917320-17158-17181
2014,3565,16931-17055-17106-17163-17162-17160-17232-17322-917320-17158-17181
2015,2122,16931-17055-17106-17164-17236-17326-17325-17322-917320-17158-17181
2016,659,16931-17055-17106-17164-17236-17326-17325-17322-917320-17158-17181
2017,623,16931-17018-17017-17049-17102-17160-17232-17322-917320-17158-17181
2018,2491,16931-17018-17017-17049-17102-17160-17232-17322-917320-17158-17181
2019,1479,16931-17055-17106-17164-17236-17327-17435-17524-17626-17895-17890-17892
2020,1316,16931-17055-17106-17164-17236-17327-17435-17524-17626-17895-17890-17892
2021,387,16931-17055-17106-17163-17162-17159-17158-17184-17355-17472-17544-17655-17780-917891-17892
2022,2356,16931-17055-17106-17163-17162-17159-17158-17184-17355-17472-17544-17655-17780-917891-17892
2023,141,16931-17018-17017-17049-17102-17159-17158-17184-17355-17472-17544-17655-17780-917891-17892
2024,1339,16931-17018-17017-17049-17102-17159-17158-17184-17355-17472-17544-17655-17780-917891-17892
2025,3167,16931-17055-17106-17164-17236-17326-17325-17322-17321-17355-17472-17544-17655-17780-917891-17892
2026,2782,16931-17055-17106-17164-17236-17326-17325-17322-17321-17355-17472-17544-17655-17780-917891-17892
2027,1824,16931-17055-17106-17163-17162-17160-17232-17322-17321-17355-17472-17544-17655-17780-917891-17892
2028,69,16931-17055-17106-17163-17162-17160-17232-17322-17321-17355-17472-17544-17655-17780-917891-17892
2029,2913,16931-17018-17017-17049-17102-17160-17232-17322-17321-17355-17472-17544-17655-17780-917891-17892
2030,2666,16931-17018-17017-17049-17102-17160-17232-17322-17321-17355-17472-17544-17655-17780-917891-17892
2031,3292,17055-17106-17163-17162-17159-17158-17184-17355-17472-17544-17654
2032,536,17055-17106-17163-17162-17159-17158-17184-17355-17472-17544-17654
2033,2993,17055-17106-17163-17162-17160-17232-17322-17321-17355-17472-17544-17654
2034,2077,17055-17106-17163-17162-17160-17232-17322-17321-17355-17472-17544-17654
2035,3549,17055-17106-17164-17236-17326-17325-17322-17321-17355-17472-17544-17654
2036,298,17055-17106-17164-17236-17326-17325-17322-17321-17355-17472-17544-17654
2037,3364,17055-17106-17164-17236-17327-17435-17524-17625-17624-17621-17620-17654
2038,710,17055-17106-17164-17236-17327-17435-17524-17625-17624-17621-17620-17654
2039,2665,17055-17106-17164-17234-17231-17232-17322-17321-17355-17472-17544-17654
2040,1479,17055-17106-17164-17234-17231-17232-17322-17321-17355-17472-17544-17654
2041,1754,17055-17106-17163-17162-17160-17232-17323-17431-17519-17543-17544-17654
2042,861,17055-17106-17163-17162-17160-17232-17323-17431-17519-17543-17544-17654
2043,961,917018-17055-17106-17163-17162-17159-17158-17184-17355-17472-17544-17655-17780-17917
2044,1826,917018-17055-17106-17163-17162-17159-17158-17184-17355-17472-17544-17655-17780-17917
2045,1275,917018-17055-17106-17163-17162-17160-17232-17322-17321-17355-17472-17544-17655-17780-17917
2046,205,917018-17055-17106-17163-17162-17160-17232-17322-17321-17355-17472-17544-17655-17780-17917
2047,2846,917018-17055-17106-17164-17236-17326-17325-17322-17321-17355-17472-17544-17655-17780-17917
2048,702,917018-17055-17106-17164-17236-17326-17325-17322-17321-17355-17472-17544-17655-17780-17917
2049,1039,917018-17055-17106-17164-17236-17327-17435-17524-17625-17624-17622-17752-17891-17917
2050,10,917018-17055-17106-17164-17236-17327-17435-17524-17625-17624-17622-17752-17891-17917
2051,1000,917018-17055-17106-17164-17236-17327-17435-17524-17626-17754-17751-17752-17891-17917
2052,987,917018-17055-17106-17164-17236-17327-17435-17524-17626-17754-17751-17752-17891-17917
2053,2121,917018-17055-17106-17164-17236-17327-17435-17524-17625-17624-17622-17748-17749-17780-17917
2054,943,917018-17055-17106-17164-17236-17327-17435-17524-17625-17624-17622-17748-17749-17780-17917
2055,1602,16931-17055-17106-17164-17236-17327-17435-17524-17625-17624-17622-17748
2056,1381,16931-17055-17106-17164-17236-17327-17435-17524-17625-17624-17622-17748
2057,2511,16931-17055-17106-17164-17236-17327-17435-17524-17626-17754-17751-17748
2058,2888,16931-17055-17106-17164-17236-17327-17435-17524-17626-17754-17751-17748
2059,3473,16931-17055-17106-17164-17236-17326-17325-17323-17431-17521-17622-17748
2060,700,16931-17055-17106-17164-17236-17326-17325-17323-17431-17521-17622-17748
2061,1539,16931-17055-17106-17163-17162-17160-17232-17323-17431-17521-17622-17748
2062,2692,16931-17055-17106-17163-17162-17160-17232-17323-17431-17521-17622-17748
2063,2646,16931-17055-17106-17164-17236-17327-17435-17523-17520-17521-17622-17748
2064,1121,16931-17055-17106-17164-17236-17327-17435-17523-17520-17521-17622-17748
2065,2105,16931-17018-17017-17049-17102-17160-17232-17323-17431-17521-17622-17748
2066,365,16931-17018-17017-17049-17102-17160-17232-17323-17431-17521-17622-17748
2067,1250,16931-17055-17106-17164-17236-17327-17435-17524-17625-17624-17621-17620-917544
2068,3023,16931-17055-17106-17164-17236-17327-17435-17524-17625-17624-17621-17620-917544
2069,2136,16931-17055-17106-17164-17236-17326-17325-17323-17431-17521-17621-17620-917544
2070,2675,16931-17055-17106-17164-17236-17326-17325-17323-17431-17521-17621-17620-917544
2071,1567,16931-17055-17106-17163-17162-17160-17232-17323-17431-17521-17621-17620-917544
2072,1128,16931-17055-17106-17163-17162-17160-17232-17323-17431-17521-17621-17620-917544
2073,3049,16931-17055-17106-17164-17236-17327-17435-17523-17520-17521-17621-17620-917544
2074,1259,16931-17055-17106-17164-17236-17327-17435-17523-17520-17521-17621-17620-917544
2075,523,16931-17018-17017-17049-17102-17160-17232-17323-17431-17521-17621-17620-917544
2076,2188,16931-17018-17017-17049-17102-17160-17232-17323-17431-17521-17621-17620-917544
2077,407,16931-17055-17106-17164-17234-17231-17232-17323-17431-17521-17621-17620-917544
2078,1673,16931-17055-17106-17164-17234-17231-17232-17323-17431-17521-17621-17620-917544
2079,311,17166-17163-17162-17159-17158-17184-17355-17472-17544
2080,3235,17166-17163-17162-17159-17158-17184-17355-17472-17544
2081,782,17166-17163-17162-17160-17232-17322-17321-17355-17472-17544
2082,489,17166-17163-17162-17160-17232-17322-17321-17355-17472-17544
2083,2356,17166-17164-17236-17326-17325-17322-17321-17355-17472-17544
2084,1137,17166-17164-17236-17326-17325-17322-17321-17355-17472-17544
2085,3242,17166-17164-17234-17231-17232-17322-17321-17355-17472-17544
2086,1497,17166-17164-17234-17231-17232-17322-17321-17355-17472-17544
2087,421,17166-17163-17162-17160-17232-17323-17431-17519-17543-17544
2088,660,17166-17163-17162-17160-17232-17323-17431-17519-17543-17544
2089,1483,17166-17164-17236-17326-17325-17323-17431-17519-17543-17544
2090,1348,17166-17164-17236-17326-17325-17323-17431-17519-17543-17544
2091,293,917107-17021-17055-17106-17164-17236-17327-17435-17524-17625-17624-17621-917619
2092,1822,917107-17021-17055-17106-17164-17236-17327-17435-17524-17625-17624-17621-917619
2093,429,917107-17021-17055-17106-17164-17236-17326-17325-17323-17431-17521-17621-917619
2094,2533,917107-17021-17055-17106-17164-17236-17326-17325-17323-17431-17521-17621-917619
2095,1911,917107-17021-17055-17106-17163-17162-17160-17232-17323-17431-17521-17621-917619
2096,1784,917107-17021-17055-17106-17163-17162-17160-17232-17323-17431-17521-17621-917619
2097,2410,917107-17021-17055-17106-17164-17236-17327-17435-17523-17520-17521-17621-917619
2098,3427,917107-17021-17055-17106-17164-17236-17327-17435-17523-17520-17521-17621-917619
2099,1815,917107-17021-17018-17017-17049-17102-17160-17232-17323-17431-17521-17621-917619
2100,573,917107-17021-17018-17017-17049-17102-17160-17232-17323-17431-17521-17621-917619
2101,1122,917107-17021-17055-17106-17164-17234-17231-17232-17323-17431-17521-17621-917619
2102,38,917107-17021-17055-17106-17164-17234-17231-17232-17323-17431-17521-17621-917619
2103,3195,917324-917234-917235-917238-917239-917242
2104,2660,17327-917434-917436-917328-917237-917165-917108
2105,3196,917436-917328-917238-917239-917242-17244
2106,1251,17329-17327-917434-917437-917438-917441-917442-917421
2107,2063,17329-17327-917434-917437-917438-917441-917442-917421
2108,3336,17329-17327-17435-917522-917526-917527-917530-917531-917515-917421
2109,26,17329-17327-17435-917522-917526-917527-917530-917531-917515-917421
2110,3131,17329-17327-17435-917522-917526-917527-917529-917441-917442-917421
2111,2624,17329-17327-17435-917522-917526-917527-917529-917441-917442-917421
2112,2311,17329-17327-917434-917437-17439-917527-917530-917531-917515-917421
2113,96,17329-17327-917434-917437-17439-917527-917530-917531-917515-917421
2114,3324,17329-17327-17435-917522-917525-917437-917438-917441-917442-917421
2115,2181,17329-17327-17435-917522-917525-917437-917438-917441-917442-917421
2116,3262,17329-17327-917434-917437-17439-917527-917529-917441-917442-917421
2117,944,17329-17327-917434-917437-17439-917527-917529-917441-917442-917421
2118,468,917432-917324-917234-917235-917238-917239-917242-917243-17302-17421-17515-17592
2119,1660,917432-917324-917234-917235-917238-917239-917242-917243-17302-17421-17515-17592
2120,1536,917432-917324-917234-917235-917238-917239-917242-17244-17376-17443-917531-17592
2121,1453,917432-917324-917234-917235-917238-917239-917242-17244-17376-17443-917531-17592
2122,2774,917432-917324-917234-917235-917238-917239-917242-17244-17376-917442-17515-17592
2123,3183,917432-917324-917234-917235-917238-917239-917242-17244-17376-917442-17515-17592
2124,2399,917432-917324-917234-17236-17327-17435-917522-917526-917527-917530-917531-17592
2125,2949,917432-917324-917234-17236-17327-17435-917522-917526-917527-917530-917531-17592
2126,293,917432-917324-917234-917235-917238-17240-17331-17439-917527-917530-917531-17592
2127,2883,917432-917324-917234-917235-917238-17240-17331-17439-917527-917530-917531-17592
2128,3151,917432-17325-17323-917430-917433-17435-917522-917526-917527-917530-917531-17592
2129,2222,917432-17325-17323-917430-917433-17435-917522-917526-917527-917530-917531-17592
2130,2356,917430-917432-917324-917234-917235-917238-17240-17330
2131,1471,917430-917432-917324-917234-917235-917238-17240-17330
2132,543,917430-917433-917434-917436-917328-917238-17240-17330
2133,1586,917430-917433-917434-917436-917328-917238-17240-17330
2134,2800,917430-917433-917434-917437-917438-917440-17333-17330
2135,481,917430-917433-917434-917437-917438-917440-17333-17330
2136,2045,917430-917433-17435-917522-917525-917436-917328-917238-17240-17330
2137,3312,917430-917433-17435-917522-917525-917436-917328-917238-17240-17330
2138,645,917430-917433-17435-917522-917526-917527-917529-917440-17333-17330
2139,3024,917430-917433-17435-917522-917526-917527-917529-917440-17333-17330
2140,3007,917430-917433-17435-917522-917525-917437-917438-917440-17333-17330
2141,3588,917430-917433-17435-917522-917525-917437-917438-917440-17333-17330
2142,472,17326-917324-917234-917235-917238-17240-17331-17439-17526
2143,546,17326-917324-917234-917235-917238-17240-17331-17439-17526
2144,2254,17326-917324-917234-17236-17327-917434-917437-17439-17526
2145,2775,17326-917324-917234-17236-17327-917434-917437-17439-17526
2146,1125,17326-17325-17323-917430-917433-917434-917437-17439-17526
2147,2931,17326-17325-17323-917430-917433-917434-917437-17439-17526
2148,1742,17326-917324-917234-17236-17327-17435-917522-917525-917437-17439-17526
2149,259,17326-917324-917234-17236-17327-17435-917522-917525-917437-17439-17526
2150,1742,17326-17325-17323-917430-917433-17435-917522-917525-917437-17439-17526
2151,3234,17326-17325-17323-917430-917433-17435-917522-917525-917437-17439-17526
2152,2021,17326-17325-17323-17431-917520-917523-917522-917525-917437-17439-17526
2153,429,17326-17325-17323-17431-917520-917523-917522-917525-917437-17439-17526
2154,2516,917432-917324-917234-917235-917238-917239-917242-17244-17376-17443-17532
2155,3448,917432-917324-917234-917235-917238-917239-917242-17244-17376-17443-17532
2156,1124,917432-917324-917234-17236-17327-17435-917522-917526-917527-917530-17532
2157,2116,917432-917324-917234-17236-17327-17435-917522-917526-917527-917530-17532
2158,424,917432-917324-917234-917235-917238-17240-17331-17439-917527-917530-17532
2159,3272,917432-917324-917234-917235-917238-17240-17331-17439-917527-917530-17532
2160,2448,917432-17325-17323-917430-917433-17435-917522-917526-917527-917530-17532
2161,1227,917432-17325-17323-917430-917433-17435-917522-917526-917527-917530-17532
2162,1549,917432-917324-917234-17236-17327-917434-917437-17439-917527-917530-17532
2163,2606,917432-917324-917234-17236-17327-917434-917437-17439-917527-917530-17532
2164,2650,917432-917324-917234-917235-917238-17240-17331-917438-917441-17443-17532
2165,1717,917432-917324-917234-917235-917238-17240-17331-917438-917441-17443-17532
2166,2092,17329-17327-917434-917437-917438-917441-917442-917421-17336
2167,2675,17329-17327-917434-917437-917438-917441-917442-917421-17336
2168,1529,17329-17327-17435-917522-917526-917527-917530-917531-917515-917421-17336
2169,1177,17329-17327-17435-917522-917526-917527-917530-917531-917515-917421-17336
2170,2394,17329-17327-17435-917522-917526-917527-917529-917441-917442-917421-17336
2171,138,17329-17327-17435-917522-917526-917527-917529-917441-917442-917421-17336
2172,2273,17329-17327-917434-917437-917438-917440-917332-917242-917243-17302-17336
2173,832,17329-17327-917434-917437-917438-917440-917332-917242-917243-17302-17336
2174,2932,17329-17327-917434-917437-17439-917527-917530-917531-917515-917421-17336
2175,1436,17329-17327-917434-917437-17439-917527-917530-917531-917515-917421-17336
2176,99,17329-17327-917434-917436-917328-917238-917239-917242-917243-17302-17336
2177,1057,17329-17327-917434-917436-917328-917238-917239-917242-917243-17302-17336
2178,3107,17326-917324-917234-17236-17327-17435-917522-917526-917527
2179,1589,17326-917324-917234-17236-17327-17435-917522-917526-917527
2180,52,17326-917324-917234-917235-917238-17240-17331-17439-917527
2181,2207,17326-917324-917234-917235-917238-17240-17331-17439-917527
2182,2406,17326-17325-17323-917430-917433-17435-917522-917526-917527
2183,2370,17326-17325-17323-917430-917433-17435-917522-917526-917527
2184,682,17326-917324-917234-17236-17327-917434-917437-17439-917527
2185,1038,17326-917324-917234-17236-17327-917434-917437-17439-917527
2186,2512,17326-17325-17323-917430-917433-917434-917437-17439-917527
2187,3057,17326-17325-17323-917430-917433-917434-917437-17439-917527
2188,1299,17326-17325-17323-17431-917520-917523-917522-917526-917527
2189,227,17326-17325-17323-17431-917520-917523-917522-917526-917527
2190,1339,917436-917328-917238-917239-917242-17244-17376-17443-17530
2191,1852,917436-917328-917238-917239-917242-17244-17376-17443-17530
2192,1408,917436-917328-917238-17240-17331-917438-917441-17443-17530
2193,2948,917436-917328-917238-17240-17331-917438-917441-17443-17530
2194,3315,917436-17329-17327-917434-917437-917438-917441-17443-17530
2195,2613,917436-17329-17327-917434-917437-917438-917441-17443-17530
2196,228,917436-917328-917238-917239-917242-917243-17302-17421-17515-17531-17530
2197,330,917436-917328-917238-917239-917242-917243-17302-17421-17515-17531-17530
2198,2370,917436-917328-917238-917239-917242-17244-17376-917442-17515-17531-17530
2199,987,917436-917328-917238-917239-917242-17244-17376-917442-17515-17531-17530
2200,2601,917436-917328-917238-917239-917242-917243-17302-17336-17376-17443-17530
2201,187,917436-917328-917238-917239-917242-917243-17302-17336-17376-17443-17530
2202,3270,917433-917434-917437-17439
2203,2973,917433-917434-917437-17439
2204,2654,917433-17435-917522-917525-917437-17439
2205,2807,917433-17435-917522-917525-917437-17439
2206,2586,917433-917434-917436-917328-917238-17240-17331-17439
2207,3598,917433-917434-917436-917328-917238-17240-17331-17439
2208,160,917433-917434-917437-917438-917440-17333-17331-17439
2209,2552,917433-917434-917437-917438-917440-17333-17331-17439
2210,1342,917433-17435-917522-917525-917436-917328-917238-17240-17331-17439
2211,2231,917433-17435-917522-917525-917436-917328-917238-17240-17331-17439
2212,1965,917433-17435-917522-917526-17528-17599-917627-917525-917437-17439
2213,2357,917433-17435-917522-917526-17528-17599-917627-917525-917437-17439
2214,2919,917433-917434-917437-917438-917441-917442-917421-17336
2215,2866,917433-917434-917437-917438-917441-917442-917421-17336
2216,684,917433-17435-917522-917526-917527-917530-917531-917515-917421-17336
2217,905,917433-17435-917522-917526-917527-917530-917531-917515-917421-17336
2218,78,917433-17435-917522-917526-917527-917529-917441-917442-917421-17336
2219,27,917433-17435-917522-917526-917527-917529-917441-917442-917421-17336
2220,3190,917433-917434-917437-917438-917440-917332-917242-917243-17302-17336
2221,1333,917433-917434-917437-917438-917440-917332-917242-917243-17302-17336
2222,1767,917433-917434-917437-17439-917527-917530-917531-917515-917421-17336
2223,2149,917433-917434-917437-17439-917527-917530-917531-917515-917421-17336
2224,307,917433-917434-917436-917328-917238-917239-917242-917243-17302-17336
2225,2646,917433-917434-917436-917328-917238-917239-917242-917243-17302-17336
2226,2153,917525-917437-17439-17528-17600-917708-917710-17713-17826-17896-917824
2227,720,917525-917437-17439-17528-17600-917708-917710-17713-17826-17896-917824
2228,2490,917525-917437-17439-17528-17600-917708-17711-917823-17826-17896-917824
2229,2290,917525-917437-17439-17528-17600-917708-17711-917823-17826-17896-917824
2230,1251,917525-917437-17439-917527-917530-17532-17605-17713-17826-17896-917824
2231,1898,917525-917437-17439-917527-917530-17532-17605-17713-17826-17896-917824
2232,1955,917525-917437-917438-917441-17443-17532-17605-17713-17826-17896-917824
2233,2918,917525-917437-917438-917441-17443-17532-17605-17713-17826-17896-917824
2234,3347,917525-917437-17439-17528-17600-917708-917710-917712-17715-17825-17826-17896-917824
2235,1825,917525-917437-17439-17528-17600-917708-917710-917712-17715-17825-17826-17896-917824
2236,2501,917525-917437-17439-17528-17600-917708-917710-917712-17715-17828-17898-17896-917824
2237,3512,917525-917437-17439-17528-17600-917708-917710-917712-17715-17828-17898-17896-917824
2238,3336,17327-17435-917522-917526-17528-17600-917708-917710-17713-917825-917715
2239,2854,17327-17435-917522-917526-17528-17600-917708-917710-17713-917825-917715
2240,58,17327-17435-917522-917526-17528-17600-917708-17711-917823-917825-917715
2241,1890,17327-17435-917522-917526-17528-17600-917708-17711-917823-917825-917715
2242,2755,17327-917434-917437-17439-17528-17600-917708-917710-17713-917825-917715
2243,569,17327-917434-917437-17439-17528-17600-917708-917710-17713-917825-917715
2244,2733,17327-917434-917437-17439-17528-17600-917708-17711-917823-917825-917715
2245,1942,17327-917434-917437-17439-17528-17600-917708-17711-917823-917825-917715
2246,3125,17327-17435-917522-917526-917527-917530-17532-17605-17713-917825-917715
2247,1682,17327-17435-917522-917526-917527-917530-17532-17605-17713-917825-917715
2248,1766,17327-17435-17524-17626-917707-917706-917708-917710-17713-917825-917715
2249,1672,17327-17435-17524-17626-917707-917706-917708-917710-17713-917825-917715
2250,2531,917432-917324-917234-17236-17327-17435-917522-917526-17528-17600-917708-917709-917601
2251,3267,917432-917324-917234-17236-17327-17435-917522-917526-17528-17600-917708-917709-917601
2252,2635,917432-917324-917234-917235-917238-17240-17331-17439-17528-17600-917708-917709-917601
2253,3170,917432-917324-917234-917235-917238-17240-17331-17439-17528-17600-917708-917709-917601
2254,2043,917432-17325-17323-917430-917433-17435-917522-917526-17528-17600-917708-917709-917601
2255,1384,917432-17325-17323-917430-917433-17435-917522-917526-17528-17600-917708-917709-917601
2256,721,917432-917324-917234-17236-17327-917434-917437-17439-17528-17600-917708-917709-917601
2257,2789,917432-917324-917234-17236-17327-917434-917437-17439-17528-17600-917708-917709-917601
2258,1036,917432-17325-17323-917430-917433-917434-917437-17439-17528-17600-917708-917709-917601
2259,3546,917432-17325-17323-917430-917433-917434-917437-17439-17528-17600-917708-917709-917601
2260,2696,917432-917324-917234-917235-917238-917239-917242-17244-17376-17443-17532-17603-917601
2261,1760,917432-917324-917234-917235-917238-917239-917242-17244-17376-17443-17532-17603-917601
2262,2718,17435-917522-917526-17528-17600-917708-917710-917605-917604
2263,1547,17435-917522-917526-17528-17600-917708-917710-917605-917604
2264,3062,17435-17524-17626-917707-917706-917708-917710-917605-917604
2265,894,17435-17524-17626-917707-917706-917708-917710-917605-917604
2266,1756,17435-917522-917525-917437-17439-17528-17600-917708-917710-917605-917604
2267,3548,17435-917522-917525-917437-17439-17528-17600-917708-917710-917605-917604
2268,198,17435-917522-917526-917527-917530-917531-17592-17606-17607-17712-917605-917604
2269,2584,17435-917522-917526-917527-917530-917531-17592-17606-17607-17712-917605-917604
