17748:0.0,0.0,0.0,0.0,23.989088189,23.989088189,23.989088189,59.9727204725,47.978176378,47.978176378,23.989088189,11.9945440945,23.989088189,0.0,47.978176378,11.9945440945,95.956352756,23.989088189,47.978176378,11.9945440945,83.9618086615,11.9945440945,23.989088189,11.9945440945,11.9945440945,0.0,71.967264567,35.9836322835,23.989088189,0.0,23.989088189,0.0,11.9945440945,0.0,11.9945440945,0.0,83.9618086615,59.9727204725,47.978176378,35.9836322835,23.989088189,0.0,11.9945440945,35.9836322835,0.0,35.9836322835,47.978176378,11.9945440945,23.989088189,0.0,11.9945440945,0.0,23.989088189,11.9945440945,11.9945440945,47.978176378,95.956352756,47.978176378,47.978176378,11.9945440945,35.9836322835,0.0,0.0,0.0,23.989088189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9945440945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
917515:0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0051586585,13.0017195528,13.0017195528,39.0051586585,13.0017195528,13.0017195528,13.0017195528,39.0051586585,13.0017195528,13.0017195528,0.0,0.0,13.0017195528,0.0,26.0034391056,13.0017195528,0.0,65.0085977641,52.0068782113,26.0034391056,13.0017195528,52.0068782113,65.0085977641,13.0017195528,26.0034391056,13.0017195528,0.0,0.0,26.0034391056,0.0,13.0017195528,0.0,13.0017195528,13.0017195528,26.0034391056,26.0034391056,52.0068782113,13.0017195528,13.0017195528,0.0,39.0051586585,0.0,26.0034391056,0.0,26.0034391056,13.0017195528,13.0017195528,0.0,13.0017195528,52.0068782113,26.0034391056,13.0017195528,78.0103173169,26.0034391056,26.0034391056,0.0,0.0,0.0,13.0017195528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0017195528,0.0,0.0,0.0,0.0
17421:0.0,0.0,27.6947196979,0.0,0.0,41.5420795468,13.8473598489,13.8473598489,0.0,13.8473598489,0.0,0.0,27.6947196979,27.6947196979,27.6947196979,55.3894393958,13.8473598489,27.6947196979,13.8473598489,41.5420795468,13.8473598489,0.0,41.5420795468,13.8473598489,0.0,13.8473598489,0.0,0.0,0.0,13.8473598489,0.0,13.8473598489,0.0,27.6947196979,13.8473598489,13.8473598489,13.8473598489,41.5420795468,55.3894393958,41.5420795468,27.6947196979,27.6947196979,0.0,0.0,0.0,27.6947196979,0.0,41.5420795468,13.8473598489,27.6947196979,27.6947196979,13.8473598489,27.6947196979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8473598489,13.8473598489,27.6947196979,13.8473598489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
917099:0.0,0.0,0.0,0.0,13.4112225309,0.0,13.4112225309,0.0,40.2336675926,107.289780247,93.878557716,107.289780247,80.4673351852,53.6448901234,26.8224450617,40.2336675926,0.0,0.0,0.0,26.8224450617,0.0,40.2336675926,93.878557716,134.112225309,67.0561126543,80.4673351852,53.6448901234,53.6448901234,40.2336675926,0.0,0.0,0.0,0.0,0.0,0.0,120.701002778,53.6448901234,67.0561126543,40.2336675926,40.2336675926,80.4673351852,40.2336675926,0.0,0.0,0.0,0.0,53.6448901234,107.289780247,53.6448901234,80.4673351852,80.4673351852,107.289780247,67.0561126543,26.8224450617,40.2336675926,0.0,0.0,13.4112225309,0.0,26.8224450617,40.2336675926,26.8224450617,80.4673351852,80.4673351852,26.8224450617,13.4112225309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
917520:0.0,0.0,15.6166764579,78.0833822893,46.8500293736,62.4667058314,62.4667058314,0.0,0.0,15.6166764579,124.933411663,31.2333529157,15.6166764579,31.2333529157,15.6166764579,31.2333529157,31.2333529157,31.2333529157,46.8500293736,31.2333529157,31.2333529157,46.8500293736,46.8500293736,78.0833822893,0.0,62.4667058314,31.2333529157,78.0833822893,15.6166764579,46.8500293736,15.6166764579,46.8500293736,15.6166764579,62.4667058314,62.4667058314,0.0,0.0,0.0,0.0,31.2333529157,62.4667058314,0.0,46.8500293736,0.0,15.6166764579,15.6166764579,31.2333529157,31.2333529157,31.2333529157,46.8500293736,46.8500293736,0.0,0.0,15.6166764579,0.0,46.8500293736,62.4667058314,78.0833822893,15.6166764579,15.6166764579,31.2333529157,31.2333529157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17752:0.0,0.0,0.0,17.1623543325,0.0,0.0,17.1623543325,0.0,25.7435314988,8.58117716626,25.7435314988,0.0,0.0,0.0,0.0,25.7435314988,42.9058858313,8.58117716626,0.0,8.58117716626,8.58117716626,25.7435314988,25.7435314988,8.58117716626,17.1623543325,0.0,42.9058858313,51.4870629976,34.324708665,8.58117716626,8.58117716626,8.58117716626,51.4870629976,8.58117716626,25.7435314988,0.0,0.0,0.0,60.0682401638,51.4870629976,25.7435314988,0.0,0.0,0.0,77.2305944964,25.7435314988,34.324708665,0.0,0.0,0.0,68.6494173301,34.324708665,42.9058858313,0.0,8.58117716626,0.0,51.4870629976,42.9058858313,25.7435314988,0.0,17.1623543325,0.0,17.1623543325,25.7435314988,17.1623543325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.58117716626,0.0,0.0,0.0,0.0
917522:0.0,0.0,0.0,19.4905806955,97.4529034773,97.4529034773,233.886968346,389.811613909,253.377549041,155.924645564,116.943484173,116.943484173,0.0,77.9623227818,58.4717420864,175.415226259,194.905806955,272.868129736,194.905806955,194.905806955,116.943484173,77.9623227818,38.9811613909,155.924645564,194.905806955,155.924645564,272.868129736,292.358710432,214.39638765,136.434064868,97.4529034773,77.9623227818,58.4717420864,97.4529034773,272.868129736,253.377549041,233.886968346,272.868129736,136.434064868,116.943484173,116.943484173,58.4717420864,38.9811613909,77.9623227818,155.924645564,292.358710432,233.886968346,214.39638765,194.905806955,97.4529034773,19.4905806955,19.4905806955,58.4717420864,97.4529034773,253.377549041,350.830452518,253.377549041,194.905806955,116.943484173,58.4717420864,19.4905806955,38.9811613909,19.4905806955,19.4905806955,136.434064868,253.377549041,155.924645564,155.924645564,97.4529034773,19.4905806955,0.0,0.0,0.0,97.4529034773,233.886968346,233.886968346,155.924645564,116.943484173,77.9623227818,0.0,0.0,0.0,0.0,0.0,0.0
917523:0.0,0.0,0.0,35.4124635171,35.4124635171,0.0,0.0,0.0,70.8249270342,35.4124635171,0.0,0.0,17.7062317586,0.0,0.0,0.0,17.7062317586,53.1186952757,17.7062317586,17.7062317586,35.4124635171,0.0,17.7062317586,0.0,0.0,17.7062317586,70.8249270342,70.8249270342,17.7062317586,17.7062317586,17.7062317586,0.0,0.0,35.4124635171,17.7062317586,0.0,0.0,0.0,0.0,0.0,0.0,35.4124635171,0.0,53.1186952757,0.0,0.0,88.5311587928,53.1186952757,17.7062317586,17.7062317586,88.5311587928,0.0,0.0,0.0,0.0,0.0,53.1186952757,0.0,53.1186952757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
917012:0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
917525:0.0,0.0,13.2032966002,92.4230762011,184.846152402,118.829669401,66.0164830008,13.2032966002,13.2032966002,39.6098898005,13.2032966002,105.626372801,39.6098898005,171.642855802,171.642855802,118.829669401,118.829669401,26.4065932003,39.6098898005,52.8131864006,92.4230762011,26.4065932003,13.2032966002,92.4230762011,145.236262602,145.236262602,105.626372801,39.6098898005,132.032966002,79.2197796009,79.2197796009,26.4065932003,52.8131864006,52.8131864006,66.0164830008,52.8131864006,52.8131864006,52.8131864006,118.829669401,79.2197796009,79.2197796009,26.4065932003,79.2197796009,79.2197796009,39.6098898005,39.6098898005,145.236262602,132.032966002,92.4230762011,92.4230762011,118.829669401,39.6098898005,13.2032966002,39.6098898005,66.0164830008,0.0,0.0,92.4230762011,158.439559202,118.829669401,39.6098898005,52.8131864006,13.2032966002,13.2032966002,0.0,0.0,0.0,0.0,0.0,52.8131864006,39.6098898005,52.8131864006,26.4065932003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6098898005,52.8131864006,26.4065932003,0.0,0.0
917526:0.0,0.0,0.0,0.0,0.0,58.021959455,38.6813063033,38.6813063033,0.0,19.3406531517,0.0,0.0,0.0,19.3406531517,19.3406531517,58.021959455,38.6813063033,38.6813063033,0.0,19.3406531517,19.3406531517,19.3406531517,38.6813063033,38.6813063033,58.021959455,38.6813063033,0.0,38.6813063033,38.6813063033,0.0,38.6813063033,38.6813063033,19.3406531517,19.3406531517,38.6813063033,77.3626126066,38.6813063033,38.6813063033,58.021959455,0.0,19.3406531517,0.0,19.3406531517,38.6813063033,77.3626126066,38.6813063033,58.021959455,0.0,0.0,0.0,0.0,38.6813063033,58.021959455,38.6813063033,19.3406531517,19.3406531517,38.6813063033,0.0,0.0,38.6813063033,0.0,38.6813063033,38.6813063033,77.3626126066,19.3406531517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.6813063033,58.021959455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
917527:0.0,0.0,0.0,101.930469313,50.9652346564,84.9420577606,16.9884115521,0.0,0.0,0.0,0.0,16.9884115521,0.0,16.9884115521,0.0,33.9768231043,84.9420577606,33.9768231043,16.9884115521,16.9884115521,16.9884115521,33.9768231043,16.9884115521,0.0,0.0,0.0,16.9884115521,0.0,0.0,50.9652346564,0.0,33.9768231043,33.9768231043,0.0,16.9884115521,16.9884115521,16.9884115521,0.0,0.0,67.9536462085,16.9884115521,0.0,101.930469313,33.9768231043,50.9652346564,16.9884115521,0.0,0.0,0.0,16.9884115521,16.9884115521,0.0,33.9768231043,0.0,16.9884115521,84.9420577606,16.9884115521,50.9652346564,0.0,16.9884115521,16.9884115521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.9768231043,33.9768231043,33.9768231043,33.9768231043,33.9768231043,0.0,0.0,0.0,0.0,16.9884115521,0.0,0.0,0.0,50.9652346564,33.9768231043,0.0,0.0
917016:0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
917529:0.0,0.0,19.0785846808,0.0,19.0785846808,19.0785846808,28.6178770211,0.0,0.0,0.0,0.0,9.53929234038,9.53929234038,38.1571693615,85.8536310634,104.932215744,19.0785846808,19.0785846808,28.6178770211,28.6178770211,19.0785846808,57.2357540423,9.53929234038,0.0,9.53929234038,0.0,9.53929234038,19.0785846808,9.53929234038,0.0,0.0,19.0785846808,19.0785846808,19.0785846808,19.0785846808,47.6964617019,47.6964617019,38.1571693615,66.7750463827,28.6178770211,38.1571693615,57.2357540423,38.1571693615,0.0,19.0785846808,9.53929234038,9.53929234038,47.6964617019,9.53929234038,0.0,0.0,28.6178770211,0.0,28.6178770211,0.0,28.6178770211,57.2357540423,9.53929234038,28.6178770211,28.6178770211,28.6178770211,28.6178770211,9.53929234038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0785846808,19.0785846808,0.0,0.0,0.0,0.0,0.0
917530:0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.9183558531,35.9183558531,0.0,0.0,0.0,17.9591779265,17.9591779265,35.9183558531,0.0,0.0,35.9183558531,0.0,17.9591779265,0.0,0.0,0.0,17.9591779265,17.9591779265,0.0,71.8367117061,71.8367117061,0.0,17.9591779265,0.0,0.0,0.0,35.9183558531,0.0,53.8775337796,71.8367117061,35.9183558531,35.9183558531,17.9591779265,0.0,0.0,0.0,0.0,17.9591779265,17.9591779265,35.9183558531,0.0,0.0,0.0,0.0,17.9591779265,0.0,17.9591779265,0.0,53.8775337796,17.9591779265,0.0,17.9591779265,17.9591779265,0.0,0.0,0.0,0.0,0.0,17.9591779265,0.0,0.0,0.0,0.0,0.0,17.9591779265,0.0,0.0,17.9591779265,17.9591779265,17.9591779265,0.0,0.0,17.9591779265,0.0,0.0,0.0,0.0
917531:0.0,0.0,19.3406531517,0.0,38.6813063033,0.0,0.0,19.3406531517,0.0,19.3406531517,96.7032657583,38.6813063033,19.3406531517,0.0,77.3626126066,38.6813063033,0.0,116.04391891,77.3626126066,19.3406531517,0.0,116.04391891,19.3406531517,0.0,38.6813063033,38.6813063033,19.3406531517,0.0,38.6813063033,0.0,38.6813063033,38.6813063033,58.021959455,0.0,19.3406531517,135.384572062,38.6813063033,0.0,38.6813063033,38.6813063033,0.0,0.0,0.0,0.0,0.0,77.3626126066,19.3406531517,0.0,19.3406531517,58.021959455,0.0,0.0,58.021959455,38.6813063033,19.3406531517,0.0,38.6813063033,19.3406531517,19.3406531517,19.3406531517,58.021959455,0.0,0.0,38.6813063033,0.0,0.0,0.0,0.0,0.0,0.0,77.3626126066,19.3406531517,0.0,38.6813063033,0.0,0.0,0.0,38.6813063033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
917020:0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
