17748:0.0,0.0,0.0,11.9945440945,11.9945440945,0.0,11.9945440945,83.9618086615,59.9727204725,71.967264567,35.9836322835,0.0,0.0,0.0,11.9945440945,23.989088189,23.989088189,59.9727204725,23.989088189,59.9727204725,11.9945440945,0.0,23.989088189,0.0,11.9945440945,0.0,107.950896851,59.9727204725,23.989088189,11.9945440945,11.9945440945,0.0,0.0,11.9945440945,11.9945440945,35.9836322835,47.978176378,11.9945440945,35.9836322835,35.9836322835,35.9836322835,0.0,23.989088189,0.0,11.9945440945,23.989088189,35.9836322835,23.989088189,47.978176378,0.0,11.9945440945,11.9945440945,23.989088189,0.0,23.989088189,83.9618086615,47.978176378,11.9945440945,11.9945440945,11.9945440945,35.9836322835,0.0,0.0,0.0,11.9945440945,0.0,0.0,0.0,0.0,0.0,11.9945440945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9945440945,11.9945440945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
917515:0.0,0.0,0.0,0.0,0.0,0.0,13.0017195528,0.0,26.0034391056,13.0017195528,39.0051586585,39.0051586585,39.0051586585,26.0034391056,0.0,39.0051586585,26.0034391056,13.0017195528,13.0017195528,13.0017195528,0.0,0.0,13.0017195528,13.0017195528,13.0017195528,26.0034391056,52.0068782113,0.0,13.0017195528,39.0051586585,39.0051586585,26.0034391056,13.0017195528,52.0068782113,0.0,0.0,13.0017195528,0.0,26.0034391056,0.0,0.0,0.0,52.0068782113,13.0017195528,26.0034391056,13.0017195528,0.0,26.0034391056,39.0051586585,0.0,39.0051586585,26.0034391056,13.0017195528,0.0,0.0,13.0017195528,0.0,39.0051586585,26.0034391056,52.0068782113,52.0068782113,52.0068782113,0.0,0.0,0.0,13.0017195528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0017195528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0017195528,13.0017195528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17421:0.0,0.0,0.0,27.6947196979,0.0,27.6947196979,27.6947196979,0.0,13.8473598489,13.8473598489,0.0,0.0,0.0,41.5420795468,41.5420795468,0.0,55.3894393958,13.8473598489,69.2367992447,0.0,0.0,13.8473598489,41.5420795468,27.6947196979,13.8473598489,0.0,0.0,0.0,0.0,27.6947196979,69.2367992447,13.8473598489,41.5420795468,27.6947196979,55.3894393958,0.0,13.8473598489,13.8473598489,41.5420795468,83.0841590936,0.0,0.0,13.8473598489,0.0,13.8473598489,27.6947196979,41.5420795468,13.8473598489,13.8473598489,27.6947196979,83.0841590936,13.8473598489,27.6947196979,13.8473598489,41.5420795468,0.0,13.8473598489,0.0,0.0,0.0,0.0,41.5420795468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
917099:0.0,0.0,0.0,13.4112225309,0.0,0.0,0.0,0.0,40.2336675926,93.878557716,107.289780247,80.4673351852,134.112225309,80.4673351852,80.4673351852,13.4112225309,0.0,0.0,0.0,0.0,0.0,0.0,40.2336675926,67.0561126543,107.289780247,80.4673351852,53.6448901234,67.0561126543,67.0561126543,0.0,0.0,0.0,0.0,0.0,40.2336675926,107.289780247,160.93467037,120.701002778,120.701002778,40.2336675926,93.878557716,26.8224450617,0.0,0.0,0.0,0.0,0.0,67.0561126543,80.4673351852,80.4673351852,40.2336675926,67.0561126543,26.8224450617,53.6448901234,53.6448901234,0.0,0.0,0.0,13.4112225309,0.0,53.6448901234,93.878557716,107.289780247,93.878557716,13.4112225309,13.4112225309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4112225309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
917520:0.0,0.0,46.8500293736,31.2333529157,31.2333529157,31.2333529157,46.8500293736,0.0,0.0,15.6166764579,109.316735205,0.0,15.6166764579,31.2333529157,46.8500293736,46.8500293736,15.6166764579,31.2333529157,93.7000587471,46.8500293736,15.6166764579,31.2333529157,0.0,31.2333529157,15.6166764579,46.8500293736,15.6166764579,46.8500293736,0.0,15.6166764579,31.2333529157,31.2333529157,0.0,46.8500293736,31.2333529157,0.0,31.2333529157,0.0,15.6166764579,46.8500293736,15.6166764579,31.2333529157,15.6166764579,15.6166764579,0.0,0.0,0.0,15.6166764579,46.8500293736,78.0833822893,31.2333529157,0.0,15.6166764579,0.0,15.6166764579,15.6166764579,62.4667058314,62.4667058314,0.0,15.6166764579,0.0,46.8500293736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17752:0.0,0.0,0.0,8.58117716626,34.324708665,0.0,8.58117716626,8.58117716626,42.9058858313,17.1623543325,17.1623543325,0.0,0.0,0.0,25.7435314988,42.9058858313,25.7435314988,17.1623543325,0.0,0.0,25.7435314988,42.9058858313,34.324708665,0.0,0.0,0.0,25.7435314988,17.1623543325,25.7435314988,0.0,0.0,0.0,25.7435314988,34.324708665,8.58117716626,0.0,8.58117716626,0.0,0.0,42.9058858313,0.0,0.0,0.0,0.0,60.0682401638,17.1623543325,17.1623543325,8.58117716626,0.0,0.0,17.1623543325,42.9058858313,34.324708665,8.58117716626,0.0,0.0,25.7435314988,60.0682401638,25.7435314988,0.0,0.0,0.0,42.9058858313,25.7435314988,8.58117716626,0.0,0.0,0.0,0.0,17.1623543325,0.0,0.0,0.0,0.0,8.58117716626,0.0,8.58117716626,0.0,0.0,0.0,8.58117716626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
917522:0.0,0.0,0.0,19.4905806955,19.4905806955,77.9623227818,194.905806955,253.377549041,272.868129736,175.415226259,155.924645564,97.4529034773,38.9811613909,19.4905806955,58.4717420864,97.4529034773,253.377549041,272.868129736,175.415226259,136.434064868,175.415226259,38.9811613909,19.4905806955,19.4905806955,58.4717420864,116.943484173,194.905806955,233.886968346,233.886968346,136.434064868,116.943484173,77.9623227818,19.4905806955,97.4529034773,77.9623227818,136.434064868,311.849291127,175.415226259,194.905806955,97.4529034773,97.4529034773,19.4905806955,19.4905806955,77.9623227818,77.9623227818,233.886968346,253.377549041,194.905806955,136.434064868,97.4529034773,58.4717420864,58.4717420864,77.9623227818,136.434064868,214.39638765,370.321033214,194.905806955,155.924645564,97.4529034773,58.4717420864,19.4905806955,0.0,77.9623227818,116.943484173,194.905806955,253.377549041,175.415226259,155.924645564,97.4529034773,19.4905806955,0.0,0.0,0.0,136.434064868,253.377549041,233.886968346,155.924645564,136.434064868,77.9623227818,0.0,0.0,0.0,0.0,116.943484173,233.886968346,214.39638765,155.924645564,97.4529034773,19.4905806955,0.0,0.0,58.4717420864,77.9623227818,175.415226259,233.886968346,194.905806955,136.434064868,77.9623227818,0.0,0.0,0.0,19.4905806955,97.4529034773,233.886968346,214.39638765,155.924645564,116.943484173,58.4717420864,0.0,0.0,0.0,0.0,0.0
917523:0.0,0.0,0.0,17.7062317586,17.7062317586,0.0,0.0,0.0,35.4124635171,70.8249270342,0.0,17.7062317586,17.7062317586,17.7062317586,0.0,0.0,35.4124635171,70.8249270342,17.7062317586,53.1186952757,53.1186952757,0.0,0.0,0.0,0.0,17.7062317586,17.7062317586,88.5311587928,0.0,0.0,17.7062317586,17.7062317586,35.4124635171,17.7062317586,17.7062317586,35.4124635171,17.7062317586,17.7062317586,35.4124635171,53.1186952757,53.1186952757,17.7062317586,53.1186952757,17.7062317586,0.0,0.0,0.0,70.8249270342,35.4124635171,17.7062317586,35.4124635171,0.0,0.0,0.0,0.0,0.0,35.4124635171,88.5311587928,17.7062317586,0.0,0.0,0.0,0.0,0.0,0.0,17.7062317586,17.7062317586,0.0,0.0,0.0,0.0,0.0,0.0,17.7062317586,0.0,0.0,0.0,17.7062317586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
917012:0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
917525:0.0,0.0,13.2032966002,105.626372801,105.626372801,145.236262602,92.4230762011,13.2032966002,0.0,26.4065932003,26.4065932003,79.2197796009,66.0164830008,79.2197796009,132.032966002,52.8131864006,118.829669401,13.2032966002,26.4065932003,52.8131864006,66.0164830008,39.6098898005,105.626372801,52.8131864006,198.049449002,92.4230762011,145.236262602,39.6098898005,52.8131864006,39.6098898005,52.8131864006,13.2032966002,39.6098898005,52.8131864006,52.8131864006,52.8131864006,52.8131864006,52.8131864006,79.2197796009,79.2197796009,39.6098898005,13.2032966002,26.4065932003,26.4065932003,39.6098898005,52.8131864006,52.8131864006,145.236262602,79.2197796009,66.0164830008,105.626372801,66.0164830008,52.8131864006,52.8131864006,79.2197796009,0.0,132.032966002,52.8131864006,211.252745602,145.236262602,118.829669401,105.626372801,52.8131864006,13.2032966002,13.2032966002,0.0,0.0,0.0,13.2032966002,26.4065932003,39.6098898005,39.6098898005,13.2032966002,26.4065932003,0.0,0.0,0.0,0.0,0.0,13.2032966002,39.6098898005,39.6098898005,26.4065932003,13.2032966002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.4230762011,39.6098898005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2032966002,26.4065932003,39.6098898005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2032966002,0.0,0.0
